road,modal_class,segments,length_m,mean_lanes,mean_speed_mph,oneway_share,transit_share,max_transit_routes,commercial_share,junction_share,unpaved_share,class_pts,lane_pts,speed_pts,oneway_pts,transit_pts,commercial_pts,junction_pts,surface_pts,score,category,min_segment_score,max_segment_score,score_std,dominant_category,category_consistency,classification_margin,margin_label,lanes_imputed_share,speed_imputed_share,data_completeness
Cunningham Street,unclassified,1,47,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,1.0,0.5
Harbourview Crescent,unclassified,2,166,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,1.0,0.5
Moorgate Street,unclassified,1,110,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,0.0,1.0
Saywell Street,unclassified,1,89,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,1.0,0.5
William Lane,residential,1,138,2.0,25,0.0,0.0,0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,1.0,0.5
Chippendale Way,residential,5,81,2.6,25,0.0,0.0,0,1.0,0.26,0.0,5.0,6.22,0.0,0.0,0.0,5.0,0.78,0.0,17.0,Low,14.0,21.0,2.6,Low,0.8,3.0,moderate,0.0,0.14,0.93
Lilian Fowler Place,unclassified,1,301,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,1.0,0.5
Bond Street,unclassified,2,117,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,0.0,1.0
Barangaroo Avenue,unclassified,1,429,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,0.0,1.0
Watermans Quay,unclassified,1,143,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,0.0,1.0
Kingsborough Way,unclassified,1,160,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,1.0,0.5
Barton Street,unclassified,1,132,2.0,25,0.0,0.0,0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,Low,17.0,17.0,0.0,Low,1.0,3.0,moderate,0.0,0.0,1.0
Illawarra Road,residential,4,1132,1.4,25,0.0,0.0,0,1.0,0.72,0.0,8.3,1.47,0.0,0.0,0.0,5.0,2.17,0.0,16.9,Low,10.0,26.0,6.2,Low,0.75,3.1,moderate,1.0,1.0,0.0
Davy Road,unclassified,3,300,1.4,25,1.0,0.0,0,1.0,0.7,0.0,8.0,1.65,0.0,0.0,0.0,5.0,2.11,0.0,16.8,Low,13.0,24.0,4.6,Low,0.67,3.2,moderate,0.79,0.0,0.6
Ward Avenue,residential,6,704,1.4,25,0.73,0.22,4,1.0,0.37,0.0,8.78,1.45,0.0,0.0,1.35,4.04,1.1,0.0,16.7,Low,10.0,31.0,9.4,Low,0.5,3.3,moderate,0.15,1.0,0.43
Alfred Street,residential,21,1966,1.3,28,0.42,0.04,3,1.0,0.03,0.0,8.93,1.18,1.33,0.32,0.18,4.51,0.08,0.0,16.5,Low,10.0,45.4,14.7,Low,0.52,3.5,moderate,0.74,0.48,0.39
Bradly Avenue,residential,1,177,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,5.0,0.0,0.0,16.4,Low,16.4,16.4,0.0,Low,1.0,3.6,moderate,0.0,0.0,1.0
Carminya Street,residential,1,233,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,5.0,0.0,0.0,16.4,Low,16.4,16.4,0.0,Low,1.0,3.6,moderate,0.0,0.0,1.0
Priory Road,residential,1,177,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,5.0,0.0,0.0,16.4,Low,16.4,16.4,0.0,Low,1.0,3.6,moderate,0.0,0.0,1.0
Argyle Street,unclassified,13,533,1.8,25,0.0,0.38,2,1.0,0.0,0.0,6.53,3.16,0.0,0.0,1.68,5.0,0.0,0.0,16.4,Low,10.0,20.0,3.4,Low,1.0,3.6,moderate,0.21,0.0,0.9
Cecily Street,residential,1,650,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,5.0,0.0,0.0,16.4,Low,16.4,16.4,0.0,Low,1.0,3.6,moderate,0.0,0.0,1.0
Gordon Crescent,residential,4,419,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,5.0,0.0,0.0,16.4,Low,16.4,16.4,0.0,Low,1.0,3.6,moderate,0.0,0.0,1.0
Chepstow Street,residential,1,195,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,5.0,0.0,0.0,16.4,Low,16.4,16.4,0.0,Low,1.0,3.6,moderate,0.0,0.0,1.0
Johnson Street,residential,1,239,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,5.0,0.0,0.0,16.4,Low,16.4,16.4,0.0,Low,1.0,3.6,moderate,0.0,0.0,1.0
Carlisle Street,residential,1,136,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,5.0,0.0,0.0,16.4,Low,16.4,16.4,0.0,Low,1.0,3.6,moderate,0.0,0.0,1.0
Musgrave Street,residential,2,513,2.0,31,0.0,1.0,2,0.0,0.0,0.0,5.0,4.0,2.43,0.0,4.89,0.0,0.0,0.0,16.3,Low,14.4,16.4,1.0,Low,1.0,3.7,moderate,0.0,0.0,1.0
Shelley Street,residential,4,332,2.0,25,0.0,0.0,0,1.0,0.72,0.0,5.0,4.0,0.0,0.0,0.0,5.0,2.16,0.0,16.2,Low,14.0,17.0,1.5,Low,1.0,3.8,moderate,0.0,0.75,0.62
Eglinton Road,residential,2,232,2.0,25,0.0,0.44,2,1.0,0.0,0.0,5.0,4.0,0.0,0.0,2.18,5.0,0.0,0.0,16.2,Low,14.0,19.0,2.5,Low,1.0,3.8,moderate,0.0,1.0,0.5
Napoleon Street,residential,7,343,1.6,25,0.14,0.51,6,1.0,0.08,0.0,5.0,2.34,0.0,0.0,3.55,5.0,0.25,0.0,16.1,Low,10.0,32.0,8.5,Low,0.71,3.9,moderate,0.8,1.0,0.1
Hunt Street,residential,5,211,1.9,25,0.55,0.45,1,1.0,0.32,0.0,5.43,3.41,0.0,0.0,1.35,5.0,0.95,0.0,16.1,Low,13.0,26.0,4.3,Low,0.8,3.9,moderate,0.45,0.0,0.78
Holt Avenue,residential,5,934,1.9,31,0.0,0.0,0,0.98,0.0,0.0,5.0,3.74,2.43,0.0,0.0,4.89,0.0,0.0,16.1,Low,7.4,16.4,3.6,Low,1.0,3.9,moderate,0.0,0.0,1.0
Harvey Street,unclassified,1,90,1.0,25,0.0,0.0,0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,16.0,Low,16.0,16.0,0.0,Low,1.0,4.0,moderate,1.0,1.0,0.0
Mandible Street,residential,5,500,1.7,31,0.0,0.0,0,1.0,0.25,0.0,5.0,2.77,2.43,0.0,0.0,5.0,0.76,0.0,16.0,Low,12.4,23.4,4.3,Moderate,0.6,4.0,moderate,0.62,0.0,0.69
Roseby Street,residential,5,325,1.9,26,0.0,0.0,0,1.0,0.0,0.0,7.1,3.52,0.43,0.0,0.0,5.0,0.0,0.0,16.0,Low,12.4,25.4,5.3,Low,0.6,4.0,moderate,0.35,0.0,0.82
Balfour Road,residential,7,1648,1.2,28,0.0,0.36,2,0.56,0.75,0.0,7.05,1.0,1.02,0.0,1.8,2.8,2.25,0.0,15.9,Low,10.4,20.4,4.0,Low,0.71,4.1,moderate,0.98,0.58,0.22
Australia Street,residential,9,1152,1.9,31,0.0,0.0,0,0.86,0.3,0.0,5.0,3.68,2.24,0.0,0.0,4.08,0.89,0.0,15.9,Low,7.0,19.4,4.1,Low,1.0,4.1,moderate,0.08,0.08,0.92
O'Connor Street,residential,4,414,1.9,25,0.05,0.0,0,1.0,0.71,0.0,5.0,3.8,0.0,0.0,0.0,5.0,2.12,0.0,15.9,Low,10.0,17.0,2.5,Low,1.0,4.1,moderate,0.0,0.0,1.0
Henry Lawson Avenue,residential,10,372,1.0,26,0.67,0.95,4,1.0,0.0,0.0,5.0,0.0,0.52,0.0,5.39,5.0,0.0,0.0,15.9,Low,10.0,17.4,2.5,Low,1.0,4.1,moderate,0.47,0.79,0.37
Hipwood Street,residential,7,324,1.9,26,0.47,0.0,0,1.0,0.55,0.0,5.0,3.79,0.32,0.0,0.0,5.0,1.65,0.0,15.8,Low,10.0,17.0,2.3,Low,1.0,4.2,moderate,0.05,0.73,0.61
Bay Street,residential,17,1542,1.5,25,0.03,0.0,0,0.87,0.33,0.0,8.44,1.96,0.04,0.0,0.0,4.37,1.0,0.0,15.8,Low,5.0,26.0,6.1,Low,0.65,4.2,moderate,0.48,0.5,0.51
Union Street,residential,18,1915,1.4,25,0.35,0.26,2,1.0,0.22,0.0,7.65,1.63,0.0,0.0,1.32,4.55,0.66,0.0,15.8,Low,7.0,31.0,7.8,Low,0.72,4.2,moderate,0.63,0.83,0.27
Yeo Street,residential,7,803,1.0,31,0.0,0.35,2,1.0,0.51,0.0,5.0,0.0,2.43,0.0,1.77,5.0,1.52,0.0,15.7,Low,12.4,20.4,3.3,Low,0.71,4.3,moderate,1.0,0.0,0.5
Allen Street,residential,14,1515,1.5,27,0.27,0.26,2,1.0,0.14,0.0,5.77,2.12,1.0,0.07,1.32,5.0,0.43,0.0,15.7,Low,10.0,41.4,8.0,Low,0.79,4.3,moderate,0.18,0.59,0.61
Crescent Street,residential,7,883,1.3,27,0.08,0.0,0,0.62,0.24,0.0,10.29,1.25,0.79,0.15,0.0,2.49,0.71,0.0,15.7,Low,5.0,34.0,13.1,Low,0.57,4.3,moderate,1.0,0.36,0.32
Fort Street,residential,2,368,1.5,31,0.0,0.47,1,1.0,0.0,0.0,5.0,1.89,2.43,0.0,1.42,5.0,0.0,0.0,15.7,Low,12.4,19.4,3.5,Low,1.0,4.3,moderate,0.53,0.0,0.73
Chippen Street,unclassified,4,209,1.6,25,0.0,0.0,0,1.0,0.0,0.0,8.0,2.58,0.0,0.0,0.0,5.0,0.0,0.0,15.6,Low,13.0,17.0,1.7,Low,1.0,4.4,moderate,0.0,0.01,0.99
Loftus Street,residential,3,160,1.4,25,0.44,0.0,0,1.0,0.8,0.0,6.33,1.77,0.0,0.0,0.0,5.0,2.4,0.0,15.5,Low,13.0,20.0,2.9,Low,1.0,4.5,moderate,0.56,0.24,0.6
Burrows Road,unclassified,1,869,1.0,31,0.0,0.0,0,1.0,0.0,0.0,8.0,0.0,2.43,0.0,0.0,5.0,0.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,1.0,0.0,0.5
Federation Road,unclassified,1,263,1.0,31,0.0,0.0,0,1.0,0.0,0.0,8.0,0.0,2.43,0.0,0.0,5.0,0.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,1.0,0.0,0.5
Trafalgar Street,residential,16,3165,1.5,29,0.1,0.03,4,0.99,0.46,0.0,5.3,1.95,1.62,0.0,0.23,4.92,1.39,0.0,15.4,Low,5.0,37.0,6.8,Low,0.94,4.6,moderate,0.54,0.3,0.58
Gibbens Street,residential,1,151,2.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,2.43,0.0,0.0,4.0,0.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,0.0,0.0,1.0
Baltic Street,residential,2,201,1.0,31,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,2.43,0.0,0.0,5.0,3.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,0.0,0.0,1.0
Trade Street,residential,4,187,2.0,31,0.0,0.0,0,0.89,0.0,0.0,5.0,4.0,2.43,0.0,0.0,4.01,0.0,0.0,15.4,Low,11.4,16.4,2.0,Low,1.0,4.6,moderate,0.0,0.0,1.0
Croydon Street,residential,2,376,1.0,31,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,2.43,0.0,0.0,5.0,3.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,1.0,0.0,0.5
Hordern Place,unclassified,1,149,1.0,31,0.0,0.0,0,1.0,0.0,0.0,8.0,0.0,2.43,0.0,0.0,5.0,0.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,1.0,0.0,0.5
Piper Street South,residential,1,146,1.0,31,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,2.43,0.0,0.0,5.0,3.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,1.0,0.0,0.5
Westbourne Street,residential,2,565,1.0,31,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,2.43,0.0,0.0,5.0,3.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,1.0,0.0,0.5
Albermarle Street,residential,2,389,1.0,31,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,2.43,0.0,0.0,5.0,3.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,0.0,0.0,1.0
Cruikshank Street,unclassified,3,118,1.0,31,0.0,0.0,0,1.0,0.0,0.0,8.0,0.0,2.43,0.0,0.0,5.0,0.0,0.0,15.4,Low,15.4,15.4,0.0,Low,1.0,4.6,moderate,1.0,0.0,0.5
Alexandra Drive,residential,4,336,2.3,25,0.0,0.0,0,1.0,0.1,0.0,5.0,5.14,0.0,0.0,0.0,4.9,0.29,0.0,15.3,Low,14.0,20.0,2.2,Low,1.0,4.7,moderate,0.0,0.0,1.0
Euroka Street,residential,4,222,1.3,25,0.0,0.17,2,1.0,0.01,0.0,8.08,1.37,0.0,0.0,0.86,5.0,0.04,0.0,15.3,Low,10.0,31.0,8.0,Moderate,0.75,4.7,moderate,0.83,1.0,0.08
Shepherd Street,residential,13,1394,1.7,25,0.0,0.0,0,1.0,0.47,0.0,6.09,2.64,0.06,0.0,0.0,5.0,1.42,0.0,15.2,Low,14.0,21.0,2.0,Low,0.92,4.8,moderate,0.36,0.36,0.64
Lawson Street,residential,10,1193,1.3,25,0.3,0.15,1,1.0,0.14,0.0,7.75,1.35,0.17,0.09,0.45,5.0,0.41,0.0,15.2,Low,10.0,28.0,7.4,Low,0.5,4.8,moderate,0.72,0.69,0.3
Balls Head Road,residential,2,521,1.0,31,0.0,0.0,0,1.0,0.87,0.0,5.39,0.0,2.43,0.0,0.0,4.74,2.61,0.0,15.2,Low,13.4,15.4,1.0,Low,1.0,4.8,moderate,1.0,0.0,0.5
Lyons Road,residential,3,461,1.4,28,0.0,0.0,0,1.0,1.0,0.0,5.0,1.76,1.36,0.0,0.0,4.07,3.0,0.0,15.2,Low,13.4,16.0,1.1,Low,1.0,4.8,moderate,0.56,0.0,0.72
Crows Nest Road,residential,13,807,1.5,31,0.07,0.19,2,1.0,0.0,0.0,5.0,2.06,2.25,0.0,0.84,4.9,0.0,0.0,15.1,Low,10.0,21.4,3.0,Low,0.92,4.9,moderate,0.41,0.07,0.76
Lodge Street,residential,2,219,1.8,30,0.0,0.0,0,1.0,0.0,0.0,5.0,3.11,1.88,0.0,0.0,5.0,0.0,0.0,15.0,Low,10.0,16.4,3.2,Low,1.0,5.0,moderate,0.22,0.22,0.78
Cathedral Street,residential,10,601,1.5,25,0.03,0.28,2,1.0,0.39,0.0,6.39,2.14,0.16,0.0,1.39,3.7,1.17,0.0,15.0,Low,8.0,48.9,10.9,Low,0.7,5.0,moderate,0.43,0.0,0.79
Greenknowe Avenue,residential,1,226,1.0,25,0.0,1.0,2,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,15.0,Low,15.0,15.0,0.0,Low,1.0,5.0,moderate,1.0,0.0,0.5
Yurong Parkway,unclassified,1,210,1.0,25,0.0,0.0,0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,15.0,Low,15.0,15.0,0.0,Low,1.0,5.0,moderate,1.0,0.0,0.5
Fowler Street,residential,4,351,1.7,29,0.0,0.0,0,1.0,0.5,0.0,5.0,2.86,1.74,0.0,0.0,3.85,1.5,0.0,14.9,Low,10.0,18.4,3.6,Low,1.0,5.1,stable,0.28,0.28,0.72
Young Street,residential,25,3429,1.3,27,0.0,0.06,4,1.0,0.33,0.0,6.92,1.18,0.63,0.0,0.39,4.71,0.99,0.0,14.8,Low,8.0,42.0,8.9,Low,0.72,5.2,stable,0.78,0.25,0.48
Kirribilli Avenue,residential,3,631,1.0,30,0.85,0.85,1,1.0,0.0,0.0,5.0,0.0,2.22,0.0,2.54,5.0,0.0,0.0,14.8,Low,12.4,15.4,1.3,Low,1.0,5.2,stable,1.0,0.0,0.5
Shirley Road,residential,12,1430,1.3,26,0.01,0.38,2,0.86,0.66,0.0,5.0,1.34,0.34,0.0,1.92,4.13,1.98,0.0,14.7,Low,7.4,18.0,3.6,Low,1.0,5.3,stable,0.65,0.86,0.24
Chisholm Street,residential,3,657,1.6,31,0.0,0.0,0,1.0,0.0,0.0,5.0,2.26,2.43,0.0,0.0,5.0,0.0,0.0,14.7,Low,12.4,16.4,1.9,Low,1.0,5.3,stable,0.44,0.0,0.78
Little Regent Street,unclassified,3,121,1.4,25,0.59,0.0,0,1.0,0.0,0.0,8.0,1.65,0.0,0.0,0.0,5.0,0.0,0.0,14.7,Low,13.0,17.0,1.9,Low,1.0,5.3,stable,0.0,0.0,1.0
Bent Street,residential,12,1773,1.5,28,0.63,0.04,6,1.0,0.15,0.0,5.94,1.92,1.09,0.0,0.28,5.0,0.44,0.0,14.7,Low,10.0,41.0,10.3,Low,0.75,5.3,stable,0.81,0.37,0.41
Lower Fort Street,residential,4,582,1.6,25,0.0,0.05,1,1.0,0.77,0.0,5.0,2.25,0.0,0.0,0.14,5.0,2.3,0.0,14.7,Low,13.0,17.0,1.8,Low,1.0,5.3,stable,0.44,0.0,0.78
Geddes Avenue,residential,9,584,1.5,31,1.0,0.0,0,0.81,0.43,0.0,5.0,1.88,2.43,0.0,0.0,4.07,1.3,0.0,14.7,Low,7.4,19.4,3.7,Low,1.0,5.3,stable,0.0,0.0,1.0
Lower Serpentine Road,residential,2,172,2.0,25,1.0,1.0,1,0.86,0.0,0.0,5.0,4.0,0.0,0.0,3.0,2.58,0.0,0.0,14.6,Low,12.0,15.0,1.5,Low,1.0,5.4,stable,0.0,1.0,0.5
Spencer Road,residential,3,866,1.0,31,0.0,0.0,0,1.0,0.72,0.0,5.0,0.0,2.43,0.0,0.0,5.0,2.15,0.0,14.6,Low,12.4,15.4,1.4,Low,1.0,5.4,stable,1.0,0.0,0.5
South Street,residential,2,320,1.4,28,0.0,0.0,0,0.56,0.0,0.0,8.94,1.75,1.06,0.0,0.0,2.81,0.0,0.0,14.6,Low,10.0,20.4,5.2,Low,0.5,5.4,stable,1.0,0.56,0.22
Newlands Street,residential,2,120,2.0,25,0.0,1.0,2,0.1,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.5,0.0,0.0,14.5,Low,14.0,19.0,2.5,Low,1.0,5.5,stable,0.0,1.0,0.5
Montpelier Street,residential,2,473,1.0,31,0.0,0.41,2,1.0,0.0,0.0,5.0,0.0,2.43,0.0,2.04,5.0,0.0,0.0,14.5,Low,12.4,17.4,2.5,Low,1.0,5.5,stable,1.0,0.0,0.5
Plumer Road,residential,5,332,1.0,25,0.0,0.33,2,1.0,0.96,0.0,5.0,0.0,0.0,0.0,1.66,5.0,2.88,0.0,14.5,Low,10.0,18.0,2.9,Low,1.0,5.5,stable,1.0,1.0,0.0
Carrington Street,residential,10,716,1.3,28,0.57,0.2,12,1.0,0.0,0.0,5.92,1.23,1.02,0.0,1.32,5.0,0.0,0.0,14.5,Low,10.0,24.0,5.8,Low,0.6,5.5,stable,0.69,0.27,0.52
Lord Street,residential,4,748,1.0,30,0.84,0.0,0,1.0,0.84,0.0,5.0,0.0,2.03,0.0,0.0,5.0,2.51,0.0,14.5,Low,10.0,15.4,2.3,Low,1.0,5.5,stable,1.0,0.16,0.42
Great Buckingham Street,residential,4,343,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.46,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.5,Low,14.0,17.0,1.3,Low,1.0,5.5,stable,0.0,0.0,1.0
Jones Street,residential,5,1047,1.1,26,0.0,0.0,0,1.0,0.76,0.0,6.37,0.51,0.27,0.0,0.0,5.0,2.28,0.0,14.4,Low,12.4,16.0,1.3,Low,1.0,5.6,stable,0.87,0.89,0.12
Wellington Street,residential,21,1391,1.3,27,0.32,0.19,2,1.0,0.36,0.0,5.63,1.16,0.78,0.0,0.87,4.89,1.08,0.0,14.4,Low,9.0,46.0,8.3,Low,0.81,5.6,stable,0.76,0.33,0.45
Driver Avenue,unclassified,5,1012,1.4,25,0.0,0.0,0,1.0,0.01,0.0,8.0,1.48,0.0,0.0,0.0,4.9,0.02,0.0,14.4,Low,13.0,27.0,5.7,Moderate,0.6,5.6,stable,0.86,0.0,0.57
Dunning Avenue,residential,2,87,1.0,25,0.0,0.48,1,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.45,5.0,3.0,0.0,14.4,Low,13.0,16.0,1.5,Low,1.0,5.6,stable,1.0,0.0,0.5
Hill Street,residential,2,696,1.0,29,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,1.44,0.0,0.0,5.0,3.0,0.0,14.4,Low,13.0,15.4,1.2,Low,1.0,5.6,stable,1.0,0.41,0.3
Thomas Street,residential,8,1154,1.2,26,0.3,0.26,1,1.0,0.21,0.0,6.5,0.91,0.26,0.0,0.78,5.0,0.63,0.0,14.1,Low,10.0,20.0,3.0,Low,1.0,5.9,stable,0.66,0.48,0.43
Hazelbank Road,residential,4,615,1.1,28,0.0,0.22,2,0.78,0.78,0.0,5.0,0.38,1.41,0.0,1.11,3.89,2.33,0.0,14.1,Low,10.0,19.4,3.4,Low,1.0,5.9,stable,0.91,0.42,0.33
Peel Street,residential,2,291,1.0,28,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,1.09,0.0,0.0,5.0,3.0,0.0,14.1,Low,13.0,15.4,1.2,Low,1.0,5.9,stable,1.0,0.55,0.22
Mountain Street,residential,3,291,1.6,25,0.0,0.0,0,1.0,0.6,0.0,5.0,2.25,0.0,0.0,0.0,5.0,1.8,0.0,14.1,Low,10.0,17.0,2.9,Low,1.0,5.9,stable,0.44,0.4,0.58
Concord Street,residential,3,181,1.2,25,1.0,1.0,1,1.0,0.15,0.0,5.0,0.62,0.0,0.0,3.0,5.0,0.46,0.0,14.1,Low,13.0,20.0,3.3,Low,1.0,5.9,stable,0.85,0.85,0.15
Meagher Street,residential,12,230,2.0,25,0.08,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,0.0,1.0
Smail Street,residential,2,196,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
Riley Street,residential,19,2116,1.6,26,0.09,0.09,4,1.0,0.49,0.0,5.11,2.4,0.3,0.0,0.39,4.37,1.46,0.0,14.0,Low,9.0,38.4,8.2,Low,0.84,6.0,stable,0.36,0.17,0.73
Robertson Road,residential,1,445,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
Hawksley Street,residential,1,84,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,0.0,1.0
Tryon Avenue,residential,1,470,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
Windsor Street,residential,2,521,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,0.0,1.0
MacDonald Street,residential,6,671,1.2,25,0.0,0.22,2,1.0,0.0,0.0,7.01,0.89,0.0,0.0,1.06,5.0,0.0,0.0,14.0,Low,10.0,28.0,8.7,Low,0.5,6.0,stable,1.0,0.78,0.11
Harriott Street,residential,1,137,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
Earl Street,residential,2,409,1.4,31,0.0,0.0,0,1.0,0.0,0.0,5.0,1.59,2.43,0.0,0.0,5.0,0.0,0.0,14.0,Low,12.4,16.4,2.0,Low,1.0,6.0,stable,0.6,0.0,0.7
Stanley Street,residential,11,1549,1.2,26,0.15,0.24,2,1.0,0.0,0.0,6.99,0.91,0.33,0.0,1.12,4.65,0.0,0.0,14.0,Low,9.0,23.0,4.0,Low,0.91,6.0,stable,0.77,0.35,0.44
Gilchrist Place,residential,1,118,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
Hosking Street,residential,1,123,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
Riddell Street,residential,1,214,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
Woods Avenue,residential,1,66,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
Adderstone Avenue,residential,1,110,2.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,Low,14.0,14.0,0.0,Low,1.0,6.0,stable,0.0,1.0,0.5
