road,modal_class,segments,length_m,mean_lanes,mean_speed_mph,oneway_share,transit_share,max_transit_routes,commercial_share,junction_share,unpaved_share,class_pts,lane_pts,speed_pts,oneway_pts,transit_pts,commercial_pts,junction_pts,surface_pts,score,category,min_segment_score,max_segment_score,score_std,dominant_category,category_consistency,classification_margin,margin_label,lanes_imputed_share,speed_imputed_share,data_completeness
Ramesh Gautama Road,residential,1,341,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Abdihafid road,residential,1,94,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ngara Lane,residential,1,275,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Lenana Close,residential,1,124,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Wambugu Close,residential,1,115,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Cape Gardens,residential,1,20,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Risa Apartments,residential,1,45,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ndovu Ahmed Lane,residential,2,104,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Moran Road,residential,1,50,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Gura Grove,residential,1,333,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Maratha Road,residential,1,165,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Jabavu Court,residential,4,279,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Thingiri Road,residential,1,220,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mersok Lane,residential,1,131,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Melawa Road,residential,1,748,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Pokomo Road,residential,1,138,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Maratha CL Road,residential,1,156,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ndovu Close 2,residential,1,163,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
1st Parklands Avenue,residential,3,1772,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Wambugu Gardens,residential,1,140,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Wambugu Road,residential,1,729,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Wambugu Close (Lower),residential,1,50,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Malanga Street,residential,1,146,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Thika Lane,residential,1,399,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mariakani Gardens,residential,1,113,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Marimbi street,residential,1,92,2.0,19,0.0,0.0,0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,0.0,0.0,1.0
Wambugu Grove,residential,1,162,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Tabere Crescent,residential,7,1078,1.0,30,0.05,0.0,0,0.89,0.0,0.0,5.0,0.0,2.14,0.0,0.0,1.78,0.0,0.0,8.9,Low,5.0,9.4,1.8,Low,1.0,11.1,stable,0.95,0.12,0.47
Jamhuri Crescent,residential,2,480,1.0,28,0.0,0.0,0,0.43,0.57,0.0,5.0,0.0,1.38,0.0,0.0,0.87,1.7,0.0,8.9,Low,7.0,10.4,1.7,Low,1.0,11.1,stable,1.0,0.43,0.29
Sadi Road,residential,2,202,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,8.9,Low,8.0,9.0,0.5,Low,1.0,11.1,stable,1.0,1.0,0.0
Sasumua Road,residential,2,397,1.0,25,0.0,0.0,0,0.97,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.88,0.0,0.0,8.9,Low,5.0,9.0,2.0,Low,1.0,11.1,stable,1.0,1.0,0.0
Ruiruaka Crescent,residential,4,1430,1.0,25,0.0,0.15,1,1.0,0.43,0.0,5.0,0.0,0.0,0.0,0.46,2.0,1.28,0.0,8.7,Low,7.0,13.0,2.1,Low,1.0,11.3,stable,1.0,1.0,0.0
City Stadium Road,residential,2,856,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,8.7,Low,8.0,9.0,0.5,Low,1.0,11.3,stable,1.0,1.0,0.0
Buchuma Crescent,residential,3,433,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,8.7,Low,7.0,9.0,0.9,Low,1.0,11.3,stable,1.0,1.0,0.0
Kumasi Road,residential,2,249,1.0,25,0.28,0.0,0,0.72,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,8.6,Low,5.0,10.0,2.5,Low,1.0,11.4,stable,1.0,1.0,0.0
Rumbi Road,residential,2,181,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,8.5,Low,7.0,10.0,1.5,Low,1.0,11.5,stable,1.0,1.0,0.0
Kitale Lane,residential,3,446,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,8.3,Low,7.0,9.0,0.9,Low,1.0,11.7,stable,1.0,1.0,0.0
Likoni Lane,residential,2,595,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Likoni Close,residential,1,177,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Golden Gate Drive,residential,1,418,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Sore Drive,residential,1,383,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Zanzibar Road,residential,1,352,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Ngariama Road,unclassified,1,111,1.0,25,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Ndumberi Road,unclassified,1,114,1.0,25,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Chogoria Road,residential,1,341,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Tosha,residential,1,196,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Swara Crescent,residential,1,386,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Mazinga Road,residential,1,349,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Gusii Avenue,residential,1,123,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Maumau Road,unclassified,1,588,1.0,25,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Golden Gate Road,residential,1,280,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Munyaka Lane,residential,1,59,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Munyaka Drive,residential,1,58,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Golden Gate Lane,residential,1,236,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Githeri Drive,residential,1,161,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Githeri Close,residential,1,186,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Karuku Road,residential,1,379,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Githeri Rise,residential,1,40,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Kirichwa Creek,residential,1,231,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Softa Road,residential,1,609,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Olesoi Road,residential,1,245,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Kambere Road,residential,1,199,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Githeri Lane,residential,1,88,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Bungoma Road,residential,1,75,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Solai Road,residential,1,209,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Dunga Close,residential,2,390,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Lanet Road,residential,2,173,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Kilifi Close,residential,1,203,1.0,25,0.0,1.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Amara Lane,residential,1,292,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Muhoho Road,residential,1,209,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Cosmas Ndeti Road,residential,1,548,1.0,25,0.0,1.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Mathare N Road,unclassified,1,509,1.0,25,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Low,8.0,8.0,0.0,Low,1.0,12.0,stable,1.0,1.0,0.0
Githunguri Road,residential,2,566,1.0,31,0.0,0.0,0,0.23,0.0,0.0,5.0,0.0,2.43,0.0,0.0,0.47,0.0,0.0,7.9,Low,7.4,9.4,1.0,Low,1.0,12.1,stable,1.0,0.0,0.5
Masaba Road,residential,4,2019,1.0,25,1.0,0.0,0,0.93,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,7.9,Low,5.0,10.0,1.8,Low,1.0,12.1,stable,1.0,1.0,0.0
Chebuvusi Crescent,residential,3,716,1.0,25,0.0,0.0,0,1.0,0.25,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.76,0.0,7.8,Low,7.0,10.0,1.4,Low,1.0,12.2,stable,1.0,1.0,0.0
Mwingi Court Gate,residential,2,405,1.0,25,0.0,0.0,0,0.91,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,7.7,Low,5.0,8.0,1.5,Low,1.0,12.3,stable,1.0,1.0,0.0
Njiwa Road,residential,5,2476,1.0,25,0.0,0.0,0,0.9,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,7.7,Low,5.0,8.0,1.5,Low,1.0,12.3,stable,1.0,1.0,0.0
Gatundu Close,residential,2,271,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,7.7,Low,7.0,8.0,0.5,Low,1.0,12.3,stable,1.0,1.0,0.0
Voi Road,residential,2,191,1.0,25,0.0,0.0,0,0.52,0.0,0.0,6.43,0.0,0.0,0.0,0.0,1.05,0.0,0.0,7.5,Low,7.0,8.0,0.5,Low,1.0,12.5,stable,1.0,1.0,0.0
Upperhill Close,residential,1,237,1.0,31,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,7.4,Low,7.4,7.4,0.0,Low,1.0,12.6,stable,1.0,0.0,0.5
East Church Road,residential,2,1062,1.0,31,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,7.4,Low,7.4,7.4,0.0,Low,1.0,12.6,stable,1.0,0.0,0.5
David Osieli Road,residential,1,781,1.0,31,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,7.4,Low,7.4,7.4,0.0,Low,1.0,12.6,stable,1.0,0.0,0.5
Muchai Road,residential,2,491,1.0,25,0.0,0.0,0,0.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,7.4,Low,5.0,9.0,2.0,Low,1.0,12.6,stable,1.0,1.0,0.0
Migori Road,residential,1,270,1.0,31,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,7.4,Low,7.4,7.4,0.0,Low,1.0,12.6,stable,1.0,0.0,0.5
Laikipia Road,residential,1,837,1.0,31,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,7.4,Low,7.4,7.4,0.0,Low,1.0,12.6,stable,1.0,0.0,0.5
Mimosa Lane,residential,2,309,1.0,31,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,7.4,Low,7.4,7.4,0.0,Low,1.0,12.6,stable,1.0,0.0,0.5
Masai Road,residential,2,269,1.0,25,0.0,0.0,0,0.79,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,7.4,Low,5.0,8.0,1.5,Low,1.0,12.6,stable,1.0,1.0,0.0
Tausi Road,residential,2,211,1.0,25,0.0,0.28,1,0.28,0.0,0.0,5.0,0.0,0.0,0.0,0.84,1.4,0.0,0.0,7.2,Low,5.0,13.0,4.0,Low,1.0,12.8,stable,1.0,1.0,0.0
Kilungu Road,residential,1,299,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Durham Road,residential,3,451,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Tinderet Avenue,residential,1,338,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Gala Lane,residential,1,188,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Kipkabus Road,residential,1,263,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Losai Road,residential,1,307,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Mogira Road,residential,2,250,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Ninth Street,residential,1,376,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Eighth Street,residential,1,388,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Tenth Street,residential,1,353,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Thirteenth Street,residential,1,315,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Pamba Road,residential,1,744,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Pareto Lane,residential,1,257,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Irungu Riika Road,residential,3,270,1.0,25,0.11,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Musindi Road,residential,1,387,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Mkonge Road,residential,1,228,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Zambarau Lane,residential,1,278,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Buni Lane,residential,1,170,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Mbono Crescent,residential,1,226,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Jairo Owino,residential,1,289,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
R Ui Rwaka Crescent,residential,1,257,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Kivu Road,residential,1,315,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Kyoga Crscent,residential,1,339,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Katulo Road,residential,1,539,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Ol Doinyo Sabuk Road,residential,1,688,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Luhya Lane,residential,1,177,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
