road,modal_class,segments,length_m,mean_lanes,mean_speed_mph,oneway_share,transit_share,max_transit_routes,commercial_share,junction_share,unpaved_share,class_pts,lane_pts,speed_pts,oneway_pts,transit_pts,commercial_pts,junction_pts,surface_pts,score,category,min_segment_score,max_segment_score,score_std,dominant_category,category_consistency,classification_margin,margin_label,lanes_imputed_share,speed_imputed_share,data_completeness
Munae Road,residential,1,200,1.0,25,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,Low,10.0,10.0,0.0,Low,1.0,10.0,stable,1.0,1.0,0.0
Riverside Park,residential,5,615,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,Low,10.0,10.0,0.0,Low,1.0,10.0,stable,1.0,1.0,0.0
Kirichwa Lane,residential,1,59,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,Low,10.0,10.0,0.0,Low,1.0,10.0,stable,1.0,1.0,0.0
Mbono Road,residential,1,97,1.0,25,0.0,1.0,1,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,10.0,Low,10.0,10.0,0.0,Low,1.0,10.0,stable,1.0,1.0,0.0
Kiarie Hihu Road,residential,1,242,1.0,25,0.0,0.0,0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,Low,10.0,10.0,0.0,Low,1.0,10.0,stable,1.0,1.0,0.0
Glenbrooke Apartments,residential,1,55,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,Low,10.0,10.0,0.0,Low,1.0,10.0,stable,1.0,1.0,0.0
Prof David Wasawo Drive,residential,1,52,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,Low,10.0,10.0,0.0,Low,1.0,10.0,stable,1.0,1.0,0.0
Amiani Road,residential,2,550,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,9.9,Low,7.0,10.0,1.5,Low,1.0,10.1,stable,1.0,1.0,0.0
Gatoto Road,residential,2,1380,1.0,29,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,1.6,0.0,0.0,3.34,0.0,0.0,9.9,Low,9.0,10.4,0.7,Low,1.0,10.1,stable,1.0,0.34,0.33
Mandera Road,residential,6,1431,1.0,30,0.04,0.15,4,0.96,0.0,0.0,5.0,0.0,2.07,0.0,0.94,1.92,0.0,0.0,9.9,Low,7.0,16.4,3.3,Low,1.0,10.1,stable,0.96,0.15,0.45
Sore Road,residential,4,985,1.0,25,0.0,0.79,4,0.29,0.29,0.0,5.0,0.0,0.0,0.0,3.51,0.57,0.86,0.0,9.9,Low,5.0,17.0,5.4,Low,1.0,10.1,stable,1.0,1.0,0.0
Kagundo Road,residential,4,401,1.0,30,0.21,0.0,0,1.0,0.21,0.0,5.0,0.0,2.18,0.0,0.0,2.0,0.64,0.0,9.8,Low,9.4,12.4,1.2,Low,1.0,10.2,stable,1.0,0.1,0.45
Hombe Road,unclassified,2,1181,1.0,25,0.0,0.0,0,1.0,0.0,0.0,7.47,0.0,0.0,0.0,0.0,2.18,0.0,0.0,9.7,Low,8.0,10.0,1.0,Low,1.0,10.3,stable,1.0,1.0,0.0
Sasio Road,unclassified,3,990,1.0,25,0.0,0.0,0,1.0,0.0,0.0,6.73,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.7,Low,8.0,11.0,1.4,Low,1.0,10.3,stable,1.0,1.0,0.0
Kinsasha Road,unclassified,3,753,1.0,25,0.0,0.0,0,1.0,0.0,0.0,6.54,0.0,0.0,0.0,0.0,2.97,0.0,0.0,9.5,Low,9.0,10.0,0.5,Low,1.0,10.5,stable,1.0,1.0,0.0
Paa Crescent,residential,2,397,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,9.5,Low,9.0,10.0,0.5,Low,1.0,10.5,stable,1.0,1.0,0.0
Timau Road,residential,1,230,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Tigoni Road,residential,1,491,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Kivemia Road,residential,2,305,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Vihiga Road,residential,1,379,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Mageta Road,residential,1,865,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Komo Lane,residential,1,194,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Red Rose Court,residential,1,144,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Elgeyo Marakwet North,residential,1,157,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Kirichwa Gardens,residential,1,448,1.0,31,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,2.43,0.0,0.0,2.0,0.0,0.0,9.4,Low,9.4,9.4,0.0,Low,1.0,10.6,stable,1.0,0.0,0.5
Plainsview Lane,residential,3,1066,1.0,25,0.0,0.15,1,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.46,3.81,0.0,0.0,9.3,Low,7.0,12.0,2.1,Low,1.0,10.7,stable,1.0,1.0,0.0
Popo Road,residential,5,1197,1.0,25,0.08,0.96,2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.22,0.0,0.0,0.0,9.2,Low,5.0,10.0,2.0,Low,1.0,10.8,stable,1.0,1.0,0.0
Chambers Road,residential,2,492,1.0,25,0.0,0.0,0,1.0,0.15,0.0,5.0,0.0,0.0,0.0,0.0,3.69,0.46,0.0,9.2,Low,9.0,10.0,0.5,Low,1.0,10.8,stable,1.0,1.0,0.0
Kindaruma Lane,residential,1,148,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Argwings Kodhek Close,residential,1,197,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Woodlands Lane,residential,1,209,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Jabavu Lane,residential,1,214,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Shivachi Road,residential,1,341,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
The Crescent,residential,3,524,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Lumbwa Street,residential,1,638,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Maalim Juma Road,residential,1,246,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ita Road,residential,1,301,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Swamibapa Road,residential,1,314,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Batubatu Road,residential,1,307,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Shillingi Road,residential,1,198,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kienjeku Road,residential,1,201,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Laxminaryan Road,residential,1,402,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Galberobe Road,residential,1,288,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Voi Lane,residential,3,693,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mbale Road,residential,1,850,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Hono Crescent,residential,1,762,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Batubatu Gardens,residential,1,465,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kipipiri Road,residential,1,143,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Shikunga Road,residential,1,320,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mwembere Road,residential,1,325,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ukwala Road,residential,1,432,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Guasi Road,residential,1,122,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Yatta Road,residential,1,189,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
State House Crescent,residential,1,504,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kifaru Crescent,residential,1,398,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Punda Milia Crescent,residential,1,290,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Sungura Road,residential,1,302,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kiasungur Road,residential,1,157,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Oluvimu Road,residential,1,157,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Uchumi Road,residential,1,328,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mufuli Avenue,residential,1,264,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Bumi Road,residential,1,273,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Lagiri Close,residential,1,115,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Woodvale Lane,residential,1,96,1.0,25,1.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Muchai Drive,residential,1,525,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Green Lane,residential,1,142,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Keri Road,residential,3,1522,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Lemule Road,residential,1,261,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kifaru Court,residential,2,143,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Nderiroad,residential,1,258,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ngomeni Road,residential,1,204,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mutanda Road,residential,1,463,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Tana Crescent,residential,1,409,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mumbi Raod,residential,1,337,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Chege Kibiro,residential,1,437,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Bumbani Road,residential,1,419,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ahmed Road,residential,1,120,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Soit Ololol Road,residential,1,287,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mshane Lane,residential,1,280,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Buruburu Crescent,residential,1,347,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Tinda Close,residential,1,152,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ngiya Road,residential,1,451,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kapiti Crescent,residential,3,304,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kanga Road,residential,2,462,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Lindi Road,residential,2,138,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Makina Road,residential,1,154,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ndovu Close,residential,1,81,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mukuyu Lane,residential,3,343,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Theta Lane,residential,2,296,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ngong Lane,residential,1,171,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mwtate Road,residential,1,168,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kianda Close,residential,1,104,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Simbi Road,residential,1,276,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Webuye Road,residential,3,361,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kano Street,residential,1,178,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kikuyu Street,residential,1,161,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Paa Lane,residential,1,57,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mbuni Close,residential,1,93,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Makhan Singh Road,residential,1,119,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ole Sangale Link Road,residential,2,603,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mwanesi Road,residential,1,180,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kifaru Close,residential,1,307,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mumbi Close,residential,1,97,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Rose Close,residential,1,102,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Kadong Road,residential,3,307,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mubiru Road,residential,1,306,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mpweke Lane,residential,1,235,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Ndekwa Avenue,residential,2,243,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Hodari Avenue,residential,1,131,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Jombo Road,residential,1,126,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Mtelo Road,residential,2,319,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Riverside Close,residential,1,282,2.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,0.0,1.0,0.5
Okoth Aura Road,residential,1,248,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
Banjui Road,residential,5,699,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,Low,9.0,9.0,0.0,Low,1.0,11.0,stable,1.0,1.0,0.0
