road,osm_class,segments,lanes,speed_kmh,transit,commercial,score,category,confidence
Rue François Mitterrand,unclassified,4,2,50,False,True,15.4,Low,low
Rue du Moulin des Prés,residential,5,1,30,True,True,15.4,Low,medium
Rue Joseph de Maistre,residential,10,2,30,True,True,15.4,Low,medium
Rue Vergniaud,residential,8,2,30,True,True,15.4,Low,medium
Rue des Écluses Saint-Martin,residential,5,1,30,True,True,15.4,Low,medium
Rue de Seine,tertiary,3,2,30,False,True,15.3,Low,medium
Rue Cadet,residential,3,1,30,True,True,15.3,Low,medium
Rue des Abbesses,residential,3,2,30,True,True,15.3,Low,medium
Rue de Fleurus,residential,22,1,30,True,True,15.2,Low,medium
Rue Pierre et Marie Curie,tertiary,4,2,40,False,True,15.2,Low,low
Rue Yves Toudic,residential,4,4,30,False,True,15.2,Low,medium
Rue Joseph Liouville,residential,4,1,30,True,True,15.2,Low,medium
Rue Truffaut,residential,4,1,30,True,True,15.2,Low,medium
Rue de Dunkerque,residential,8,3,30,True,True,15.1,Low,medium
Rue des Petits Champs,residential,4,1,30,True,True,15.0,Low,medium
Rue de la Cité Universitaire,residential,1,2,30,True,False,15.0,Low,high
Rue Béranger,residential,6,2,30,True,True,15.0,Low,medium
Rue de la Chine,residential,3,1,30,True,True,15.0,Low,medium
Rue de Laborde,residential,3,1,30,True,True,15.0,Low,medium
Rue Raymond Pitet,unclassified,3,1,30,True,True,15.0,Low,medium
Avenue Jules Ferry,residential,3,2,30,False,True,15.0,Low,high
Rue de la Colonie,residential,6,1,30,True,True,15.0,Low,medium
Rue Hermel,residential,6,1,30,True,True,15.0,Low,medium
Rue Fernand Widal,residential,7,1,30,True,True,14.9,Low,medium
Rue des Volontaires,residential,5,1,30,True,True,14.8,Low,medium
Rue Danton,tertiary,9,2,30,True,True,14.8,Low,low
Rue Manin,residential,13,3,30,True,True,14.8,Low,medium
Boulevard de Brandebourg,residential,4,1,30,True,True,14.8,Low,low
Place Gérard Oury,tertiary,4,2,30,True,True,14.8,Low,medium
Avenue Boutroux,residential,6,1,30,True,True,14.7,Low,medium
Rue de Lisbonne,tertiary,9,2,30,True,True,14.7,Low,medium
Rue de l'Université,residential,19,4,30,True,True,14.6,Low,medium
Place Charles Fillion,residential,5,1,30,True,True,14.6,Low,medium
Rue de la Fidélité,residential,4,1,30,True,True,14.5,Low,medium
Rue Olivier de Serres,residential,4,1,30,True,True,14.5,Low,medium
Rue Norvins,residential,2,1,30,True,True,14.5,Low,medium
Rue Eblé,tertiary,4,2,30,False,True,14.5,Low,medium
Rue de Montholon,residential,2,1,30,True,True,14.5,Low,medium
Place Constantin Pecqueur,residential,2,1,30,True,True,14.5,Low,medium
Rue Mademoiselle,residential,6,1,30,True,True,14.3,Low,medium
Rue Mère Teresa,residential,3,1,30,True,True,14.3,Low,medium
Place du Général Catroux,residential,4,2,30,False,True,14.2,Low,high
Rue Alfred de Vigny,unclassified,5,2,30,False,True,14.2,Low,medium
Rue Labat,residential,5,1,30,True,True,14.2,Low,medium
Rue de Tocqueville,residential,15,2,30,True,True,14.2,Low,medium
Rue des Morillons,residential,8,1,30,True,True,14.1,Low,medium
Rue Saint-Louis en l'Île,residential,1,2,30,False,True,14.0,Low,high
Rue Pinel,residential,1,2,30,False,True,14.0,Low,high
Rue Péan,residential,3,1,30,True,True,14.0,Low,medium
Rue du Douanier Rousseau,residential,1,1,30,True,False,14.0,Low,medium
Rue La Vrillière,residential,1,1,30,True,False,14.0,Low,medium
Avenue Vélasquez,residential,2,2,30,False,True,14.0,Low,high
Rue de Sèze,residential,1,2,30,False,True,14.0,Low,high
Rue Lamartine,residential,3,1,30,True,True,14.0,Low,medium
Rue Lepic,residential,9,1,30,True,True,14.0,Low,medium
Rue Victor Duruy,residential,3,1,30,True,True,14.0,Low,medium
Rue Fizeau,residential,3,1,30,True,True,14.0,Low,medium
Place Jacques Marette,residential,3,1,30,True,True,14.0,Low,medium
Rue de la Folie Regnault,residential,3,1,30,True,True,14.0,Low,medium
Rue Plichon,residential,1,2,30,False,True,14.0,Low,high
Rue la Feuillade,residential,1,1,30,True,False,14.0,Low,medium
Rue Louis Braille,residential,1,1,30,True,False,14.0,Low,medium
Rue Albert Guilpin,residential,1,2,30,False,True,14.0,Low,medium
Rue Geoffroy l'Asnier,residential,1,2,30,False,True,14.0,Low,high
Rue de l'Hérault,residential,1,2,30,False,True,14.0,Low,high
Rue Stendhal,residential,2,2,30,False,True,14.0,Low,high
Rue du Colisée,unclassified,3,1,30,False,True,14.0,Low,medium
Rue Vieille du Temple,residential,3,1,30,True,True,14.0,Low,medium
Rue Liard,residential,1,1,30,True,False,14.0,Low,medium
Rue du Bastion,residential,2,2,30,False,True,14.0,Low,high
Pont Berthier,residential,1,2,30,False,True,14.0,Low,high
Place de Port-au-Prince,residential,2,2,30,False,True,14.0,Low,high
Rue Necker,residential,1,2,30,False,True,14.0,Low,high
Place Jacques Rouché,residential,2,1,30,True,False,14.0,Low,medium
Rue Érasme,residential,1,2,30,False,True,14.0,Low,high
Avenue Van Dyck,residential,1,2,30,False,True,14.0,Low,high
Rue Abel,residential,7,1,30,True,True,13.9,Low,medium
Rue du Château des Rentiers,residential,11,1,30,True,True,13.8,Low,medium
Rue Henri Barbusse,residential,5,2,30,False,True,13.8,Low,medium
Rue d'Hauteville,unclassified,4,1,30,False,True,13.8,Low,medium
Rue Péclet,residential,4,1,30,True,True,13.8,Low,medium
Rue Bichat,residential,8,1,30,True,True,13.8,Low,medium
Rue Chauveau-Lagarde,residential,3,1,30,True,True,13.7,Low,high
Rue d'Arcole,residential,3,2,30,False,True,13.7,Low,high
Rue Buffon,residential,5,1,30,True,True,13.6,Low,medium
Rue du Père Corentin,residential,14,1,30,True,True,13.6,Low,medium
Place Jacques Rueff,residential,5,1,30,True,True,13.6,Low,medium
Rue Madame,residential,5,1,30,True,True,13.6,Low,medium
Rue des Saules,residential,5,1,30,True,True,13.6,Low,medium
Rue Barrault,residential,9,2,30,True,True,13.6,Low,medium
Rue du Commandant René Mouchotte,residential,11,3,30,True,True,13.5,Low,medium
Avenue Trudaine,residential,6,1,30,True,True,13.5,Low,medium
Rue Compans,residential,6,2,30,True,True,13.5,Low,medium
Rue Archereau,residential,4,2,30,False,True,13.5,Low,high
Rue Benoît Malon,residential,2,1,30,True,True,13.5,Low,medium
Rue Spinoza,residential,2,2,30,False,True,13.5,Low,high
Place des Fêtes,residential,2,1,30,True,True,13.5,Low,medium
Place des Combattants,residential,2,2,30,False,True,13.5,Low,medium
Avenue de la Porte Brunet,residential,3,2,30,False,True,13.3,Low,medium
Avenue Caffieri,residential,3,2,30,False,True,13.3,Low,medium
Rue Alice Domon et Léonie Duquet,residential,3,1,30,True,True,13.3,Low,medium
Rue Ampère,residential,5,1,30,True,True,13.2,Low,medium
Avenue Joseph Bouvard,residential,7,1,30,True,True,13.1,Low,medium
Quai de Jemmapes,tertiary,18,2,30,True,True,13.1,Low,medium
Rue d'Arras,residential,1,1,30,False,True,13.0,Low,medium
Rue George Eastman,residential,1,1,30,False,True,13.0,Low,medium
Rue Primatice,residential,2,1,30,False,True,13.0,Low,medium
Rue Coypel,residential,2,1,30,False,True,13.0,Low,medium
Rue Pierre Moulie,unclassified,1,1,30,False,True,13.0,Low,high
Rue des Cadets de la France Libre,residential,1,1,30,False,True,13.0,Low,medium
Rue René Goscinny,residential,2,1,30,False,True,13.0,Low,medium
Esplanade Roger Joseph Boscovich,residential,1,1,30,False,True,13.0,Low,medium
Rue Duchefdelaville,residential,1,1,30,False,True,13.0,Low,medium
Rue Edmond Gondinet,residential,1,1,30,False,True,13.0,Low,medium
Rue du Petit Moine,residential,1,1,30,False,True,13.0,Low,medium
Rue Dorian,residential,1,1,30,False,True,13.0,Low,high
Rue Rotrou,residential,1,1,30,False,True,13.0,Low,medium
Rue Bréa,residential,1,1,30,False,True,13.0,Low,medium
Place Ernest Denis,residential,1,1,30,False,True,13.0,Low,medium
Rue Joseph Bara,residential,1,1,30,False,True,13.0,Low,medium
Rue Racine,residential,2,1,30,False,True,13.0,Low,high
Rue du Val de Grâce,residential,1,1,30,False,True,13.0,Low,medium
Rue des Feuillantines,residential,2,1,30,False,True,13.0,Low,medium
Rue des Ursulines,residential,1,1,30,False,True,13.0,Low,medium
Rue Louis Thuillier,residential,1,1,30,False,True,13.0,Low,medium
Rue de Valence,residential,2,1,30,False,True,13.0,Low,medium
Rue Vauquelin,residential,1,1,30,False,True,13.0,Low,medium
Rue du Baigneur,residential,2,1,30,False,True,13.0,Low,medium
Rue Eugène Sue,residential,1,1,30,False,True,13.0,Low,medium
Rue de la Bûcherie,residential,2,1,30,False,True,13.0,Low,medium
Rue des Grands Degrés,residential,1,1,30,False,True,13.0,Low,medium
Place du Palais Bourbon,residential,1,1,30,False,True,13.0,Low,high
Rue Jacques Callot,residential,1,1,30,False,True,13.0,Low,medium
Rue de la Gare de Reuilly,residential,1,1,30,False,True,13.0,Low,high
Rue de Bourgogne,residential,2,1,30,False,True,13.0,Low,high
Rue Saint-Placide,residential,2,1,30,False,True,13.0,Low,medium
Rue du Roule,residential,1,1,30,False,True,13.0,Low,low
Rue des Prouvaires,residential,1,1,30,False,True,13.0,Low,medium
Rue Eugène Flachat,residential,1,1,30,False,True,13.0,Low,medium
Rue de Thann,residential,1,1,30,False,True,13.0,Low,high
Rue de Logelbach,residential,1,1,30,False,True,13.0,Low,high
Rue Henri Rochefort,residential,1,1,30,False,True,13.0,Low,high
Rue Gustave Flaubert,residential,1,1,30,False,True,13.0,Low,medium
Rue Saint-Victor,residential,1,1,30,False,True,13.0,Low,medium
Rue Jacques Cœur,residential,2,1,30,False,True,13.0,Low,medium
Rue Cunin Gridaine,residential,1,1,30,False,True,13.0,Low,medium
Rue de Caumartin,residential,2,1,30,False,True,13.0,Low,medium
Rue Cognacq-Jay,residential,1,1,30,False,True,13.0,Low,medium
Rue Roquépine,residential,1,1,30,False,True,13.0,Low,medium
Rue de la Ville l'Évêque,residential,1,1,30,False,True,13.0,Low,medium
Rue d'Anjou,residential,2,1,30,False,True,13.0,Low,medium
Rue de Surène,residential,1,1,30,False,True,13.0,Low,medium
Rue Cassini,residential,2,1,30,False,True,13.0,Low,high
Place Gilbert Privat,residential,1,1,30,False,True,13.0,Low,medium
Rue Victor Schœlcher,residential,1,1,30,False,True,13.0,Low,high
Passage Tenaille,residential,1,1,30,False,True,13.0,Low,medium
Rue Liancourt,residential,2,1,30,False,True,13.0,Low,medium
Rue Pernety,residential,4,1,30,False,True,13.0,Low,medium
Square de Robiac,unclassified,1,1,30,False,True,13.0,Low,medium
Rue du Colonel Gillon,residential,1,1,30,False,True,13.0,Low,medium
Rue du Général Bertrand,residential,2,1,30,False,True,13.0,Low,medium
Rue Basfroi,residential,3,1,30,False,True,13.0,Low,medium
Rue Trousseau,residential,2,1,30,False,True,13.0,Low,medium
Rue André Danjon,residential,2,1,30,False,True,13.0,Low,medium
Rue Francœur,residential,1,1,30,False,True,13.0,Low,medium
Rue d'Édimbourg,residential,1,1,30,False,True,13.0,Low,medium
Rue Auguste Caïn,residential,1,1,30,False,True,13.0,Low,medium
Rue Théophile Roussel,residential,1,1,30,False,True,13.0,Low,medium
Place du Président-Mithouard,residential,4,1,30,True,True,13.0,Low,medium
Rue Philippe de Girard,unclassified,6,1,30,True,True,13.0,Low,medium
Rue Dieu,residential,1,1,30,False,True,13.0,Low,medium
Rue d'Enghien,residential,2,1,30,False,True,13.0,Low,medium
Rue des Dunes,residential,1,1,30,False,True,13.0,Low,medium
Rue de Vintimille,residential,2,1,30,False,True,13.0,Low,medium
Rue Ballu,residential,2,1,30,False,True,13.0,Low,medium
Rue Tholozé,residential,2,1,30,True,True,13.0,Low,medium
Rue Germain Pilon,residential,2,1,30,False,True,13.0,Low,medium
Rue Muller,residential,1,1,30,False,True,13.0,Low,medium
Rue Véron,residential,2,1,30,False,True,13.0,Low,medium
Rue des Gardes,residential,2,1,30,False,True,13.0,Low,medium
Rue Bellart,residential,2,1,30,False,True,13.0,Low,medium
Rue du Docteur Potain,residential,2,1,30,False,True,13.0,Low,medium
Rue François Bonvin,residential,1,1,30,False,True,13.0,Low,medium
Rue Quinault,residential,1,1,30,False,True,13.0,Low,medium
Rue La Quintinie,residential,2,1,30,False,True,13.0,Low,medium
Rue Théophraste Renaudot,residential,2,1,30,True,True,13.0,Low,medium
Rue Georges Duhamel,residential,1,1,30,False,True,13.0,Low,medium
Rue de Villafranca,residential,1,1,30,False,True,13.0,Low,medium
Rue de Montebello,unclassified,1,1,30,False,True,13.0,Low,medium
Rue Camulogène,unclassified,1,1,30,False,True,13.0,Low,medium
Rue du Sommet des Alpes,residential,1,1,30,False,True,13.0,Low,medium
Rue Saint-Florentin,residential,1,1,30,False,True,13.0,Low,medium
Rue de Mont-Louis,residential,2,1,30,False,True,13.0,Low,medium
Rue Marie et Louise,residential,1,1,30,False,True,13.0,Low,medium
Rue Neuve des Boulets,residential,2,1,30,False,True,13.0,Low,medium
Rue de la Petite Pierre,residential,1,1,30,False,True,13.0,Low,medium
Rue Giordano Bruno,residential,1,1,30,False,True,13.0,Low,medium
Place Jules Henaffe,residential,1,1,30,False,True,13.0,Low,medium
Rue Charles Divry,residential,1,1,30,False,True,13.0,Low,medium
Rue du Dragon,residential,1,1,30,False,True,13.0,Low,medium
Rue Caillaux,residential,1,1,30,False,True,13.0,Low,high
Rue Meyerbeer,residential,2,2,30,True,False,13.0,Low,medium
Rue Chénier,residential,2,1,30,False,True,13.0,Low,medium
Rue Mercœur,residential,2,1,30,False,True,13.0,Low,medium
Aire Livraison Nord,unclassified,2,1,20,False,True,13.0,Low,medium
Souterrain de la Petite Boucle (Voie Z),unclassified,1,1,30,False,True,13.0,Low,medium
Rue Jean-Louis Debré,residential,1,1,30,False,True,13.0,Low,medium
Place Jacques Bonsergent,residential,1,1,30,False,True,13.0,Low,medium
Rue des Mignottes,residential,1,1,30,False,True,13.0,Low,medium
Rue du Haut Pavé,residential,1,1,30,False,True,13.0,Low,medium
Place de l'Odéon,residential,2,1,30,True,True,13.0,Low,medium
Rue de la Meurthe,residential,1,1,30,False,True,13.0,Low,medium
Rue Henri Murger,residential,1,1,30,False,True,13.0,Low,medium
Rue Constance,residential,2,1,30,False,True,13.0,Low,medium
Rue Mouffetard,residential,2,1,30,False,True,13.0,Low,medium
Rue du Pot de Fer,residential,1,1,30,False,True,13.0,Low,medium
Rue Boyer,residential,1,1,30,False,True,13.0,Low,medium
Rue des Trois Bornes,residential,2,1,30,False,True,13.0,Low,medium
Rue Ferrus,residential,1,1,30,False,True,13.0,Low,medium
Rue Georges Desplas,residential,1,1,30,False,True,13.0,Low,medium
Rue de la Poste,residential,1,1,30,False,True,13.0,Low,medium
Rue de Tourtille,residential,3,1,30,False,True,13.0,Low,low
Rue Henri Chevreau,residential,2,1,30,False,True,13.0,Low,medium
Place Saint-Jacques,residential,2,1,30,False,True,13.0,Low,medium
Rue Henri Becque,residential,1,1,30,False,True,13.0,Low,medium
Rue des Trois Couronnes,residential,1,1,30,False,True,13.0,Low,medium
Esplanade Roger Linet,residential,2,1,30,False,True,13.0,Low,medium
Avenue Léon Bollée,residential,4,1,30,True,True,13.0,Low,medium
Rue de Toulouse,residential,2,1,30,False,True,13.0,Low,medium
Rue Jomard,residential,1,1,30,False,True,13.0,Low,medium
Rue de l'Escaut,residential,1,1,30,False,True,13.0,Low,medium
Rue Charles Friedel,residential,1,1,30,False,True,13.0,Low,medium
Rue du Guignier,residential,1,1,30,False,True,13.0,Low,medium
Rue de l'Est,residential,1,1,30,False,True,13.0,Low,medium
Place Jean-Pierre Lévy,unclassified,2,1,30,False,True,13.0,Low,medium
Rue de Valenciennes,residential,2,1,30,False,True,13.0,Low,high
Rue Gambetta,residential,7,1,30,True,True,13.0,Low,low
Rue François Belloeuvre,residential,1,1,30,False,True,13.0,Low,medium
Place du 14 Juillet,residential,2,1,30,True,True,13.0,Low,low
Rue Arthur Auger,residential,2,1,30,False,True,13.0,Low,medium
Rue Gueudin,residential,1,1,30,False,True,13.0,Low,medium
Rue Radiguey,residential,2,1,30,False,True,13.0,Low,medium
Rue Ramponeau,residential,2,1,30,False,True,13.0,Low,medium
Rue Édouard Vaillant,residential,1,1,30,False,True,13.0,Low,low
Place du Père Ambroise-Marie Carré,unclassified,1,1,30,False,True,13.0,Low,medium
Passage de Clichy,residential,1,1,30,False,True,13.0,Low,medium
Passage du Commandant Charles Martel,unclassified,1,1,30,False,True,13.0,Low,medium
Rue de la Trinité,residential,1,1,30,False,True,13.0,Low,medium
Rue des Petites-Écuries,residential,1,1,30,False,True,13.0,Low,medium
Square Marguerite,unclassified,1,1,40,False,True,13.0,Low,low
Rue de La Bruyère,residential,1,1,30,False,True,13.0,Low,medium
Voie K/17,unclassified,1,1,30,False,True,13.0,Low,medium
Place Franz Liszt,unclassified,4,1,30,False,True,13.0,Low,medium
Rue de Candie,residential,1,1,30,False,True,13.0,Low,medium
Rue Jean Bouton,residential,1,1,30,False,True,13.0,Low,high
Rue de la Gare,residential,1,1,30,False,True,13.0,Low,low
Rue Émile Landrin,residential,1,1,30,False,True,13.0,Low,medium
Rue de la Barrière Blanche,residential,1,1,30,False,True,13.0,Low,medium
Rue Delesseux,residential,1,1,30,False,True,13.0,Low,medium
Rue d'Athènes,residential,1,1,30,False,True,13.0,Low,medium
Rue Cantagrel,residential,2,1,30,False,True,13.0,Low,medium
Rue Cambacérès,residential,2,1,30,False,True,13.0,Low,medium
Avenue Dorian,residential,1,1,30,False,True,13.0,Low,medium
Rue Santos-Dumont,residential,1,1,30,False,True,13.0,Low,medium
Sortie Turbigo,unclassified,1,1,30,False,True,13.0,Low,medium
Souterrain Sortie Hôtel de Ville (Voie S2),unclassified,1,1,30,False,True,13.0,Low,medium
Rue Pierre Curie,residential,1,1,30,False,True,13.0,Low,medium
Rue Gabriel Lamé,residential,1,1,30,False,True,13.0,Low,medium
Rue de l'Aubrac,residential,1,1,30,False,True,13.0,Low,medium
Rue Gerty Archimède,residential,1,1,30,False,True,13.0,Low,medium
Rue Vernet,residential,3,1,30,False,True,13.0,Low,medium
Rue Dombasle,residential,2,1,30,False,True,13.0,Low,medium
Rue André Barsacq,residential,2,1,30,True,True,13.0,Low,medium
Rue du Regard,residential,1,1,30,False,True,13.0,Low,medium
Rue Edmond Guillout,residential,1,1,30,False,True,13.0,Low,medium
Rue Tardieu,residential,1,1,30,False,True,13.0,Low,medium
Impasse de l'École,unclassified,1,1,30,False,True,13.0,Low,medium
Rue Marcel Sembat,residential,1,1,30,False,True,13.0,Low,medium
Quai de la Corse - Pasquale Paoli,residential,2,1,30,False,True,13.0,Low,medium
Rue du Pasteur Wagner,residential,2,1,30,False,True,13.0,Low,medium
Rue Olivier Messiaen,residential,4,1,30,False,True,13.0,Low,medium
Impasse Guéménée,residential,1,1,30,False,True,13.0,Low,medium
Rue Meynadier,residential,1,1,30,False,True,13.0,Low,medium
Rue de la Marne,residential,1,1,30,False,True,13.0,Low,medium
Rue Blainville,residential,1,1,30,False,True,13.0,Low,medium
Place de Bitche,unclassified,1,1,30,False,True,13.0,Low,medium
Rue Georges Pitard,residential,1,1,30,False,True,13.0,Low,medium
Passage Walter Benjamin,residential,1,1,30,False,True,13.0,Low,medium
Rue de Prague,residential,2,1,30,False,True,13.0,Low,high
Souterrain Berger Est,unclassified,1,1,30,False,True,13.0,Low,medium
Accès Turbigo (Voie A1),unclassified,2,1,30,False,True,13.0,Low,medium
Rue Louise Weiss,residential,1,1,30,False,True,13.0,Low,medium
Rue de la Vistule,residential,1,1,30,False,True,13.0,Low,medium
Rue Mondétour,unclassified,1,1,30,False,True,13.0,Low,medium
Souterrain Grande Boucle (Voie BCL),unclassified,1,1,30,False,True,13.0,Low,medium
Entrée Rue des Halles (Voie A2),unclassified,1,1,30,False,True,13.0,Low,medium
Sortie Turbigo (Voie S1),unclassified,1,1,30,False,True,13.0,Low,medium
Rue Jeanne Chauvin,residential,1,1,30,False,True,13.0,Low,medium
Rue Santerre,residential,1,1,30,False,True,13.0,Low,high
Rue Ernest et Henri Rousselle,residential,1,1,30,False,True,13.0,Low,medium
Rue Wurtz,residential,2,1,30,False,True,13.0,Low,medium
Rue Saint-Hippolyte,residential,1,1,30,False,True,13.0,Low,medium
Rue Lucien Gaulard,residential,1,1,30,False,True,13.0,Low,medium
Impasse des Chevaliers,residential,1,1,30,False,True,13.0,Low,medium
Rue Cambon,residential,3,1,30,False,True,13.0,Low,medium
Rue de la Main d'Or,residential,1,1,30,False,True,13.0,Low,medium
Rue du Chevalier de Saint-George,residential,1,1,30,False,True,13.0,Low,medium
Place de l'Édit de Nantes,residential,1,1,30,False,True,13.0,Low,high
Rue Labois-Rouillon,residential,1,1,30,False,True,13.0,Low,medium
Rue Edgar Varèse,residential,1,1,30,False,True,13.0,Low,medium
Rue de Saintonge,residential,1,1,30,False,True,13.0,Low,medium
Rue Mstislav Rostropovitch,residential,4,1,30,True,True,13.0,Low,medium
Rue de Montfaucon,residential,1,1,30,False,True,13.0,Low,medium
Entrée Turbigo,unclassified,1,1,30,False,True,13.0,Low,medium
Place Marguerite de Navarre,unclassified,1,1,10,False,True,13.0,Low,medium
Place Madeleine Renaud et Jean-Louis Barrault,residential,1,1,30,False,True,13.0,Low,medium
Rue des Écouffes,residential,1,1,30,False,True,13.0,Low,medium
Quai de l'Horloge,residential,1,1,30,False,True,13.0,Low,medium
Rue Raoul Dufy,residential,1,1,30,False,True,13.0,Low,medium
Rue de Verdun,residential,1,1,30,False,True,13.0,Low,low
Rue Germaine Krull,residential,1,1,30,False,True,13.0,Low,medium
Rue Erik Satie,unclassified,1,1,30,False,True,13.0,Low,medium
Rue Pierre Semard,residential,1,1,30,False,True,13.0,Low,medium
Rue Saint-Vincent de Paul,residential,1,1,30,False,True,13.0,Low,medium
Place Paul Verlaine,residential,2,1,30,False,True,13.0,Low,low
Rue Marcadet,residential,23,1,30,True,True,12.9,Low,medium
Avenue de Saxe,residential,6,2,30,True,True,12.8,Low,medium
Rue du Cotentin,residential,6,1,30,True,True,12.8,Low,medium
Rue Louis Blanc,residential,17,1,30,True,True,12.8,Low,medium
Rue Pierre Valette,residential,5,2,30,False,True,12.8,Low,medium
Rue Henri Barboux,residential,3,1,30,True,True,12.7,Low,medium
Rue des Dames,residential,8,1,30,True,True,12.6,Low,medium
Rue du Rocher,residential,8,1,30,True,True,12.6,Low,medium
Rue Baudricourt,residential,6,1,30,False,True,12.5,Low,medium
Rue Aristide Briand,residential,6,2,30,True,True,12.5,Low,low
Rue Lucien et Édouard Gerber,residential,1,1,50,False,True,12.5,Low,medium
Rue Jules Vanzuppe,residential,2,2,30,False,True,12.5,Low,low
Rue Dedouvre,residential,1,1,50,False,True,12.5,Low,medium
Rue Nollet,residential,5,1,30,False,True,12.4,Low,medium
Rue Gassendi,residential,5,1,30,False,True,12.4,Low,medium
Rue de la Procession,unclassified,10,1,30,True,True,12.4,Low,medium
Rue de Thionville,residential,5,1,30,False,True,12.4,Low,medium
Rue Pajol,residential,5,1,30,True,True,12.4,Low,medium
Rue Eugène Oudiné,residential,4,1,30,False,True,12.2,Low,medium
Rue Condorcet,residential,4,1,30,False,True,12.2,Low,medium
Rue des Bernardins,residential,4,1,30,False,True,12.2,Low,medium
Rue Vaneau,residential,4,1,30,False,True,12.2,Low,medium
Rue des Tournelles,residential,4,1,30,False,True,12.2,Low,medium
Rue des Mathurins,residential,4,1,30,False,True,12.2,Low,medium
Rue Bleue,residential,4,1,30,True,True,12.2,Low,medium
Rue de l'Ermitage,residential,4,1,30,False,True,12.2,Low,medium
Passage du Bureau,unclassified,4,1,30,False,True,12.2,Low,medium
Rue de la Mare,unclassified,4,1,30,False,True,12.2,Low,medium
Rue Vivienne,residential,4,1,30,False,True,12.2,Low,medium
Rue Marie-Andrée Lagroua Weill-Hallé,residential,4,1,30,False,True,12.2,Low,medium
Rue Censier,residential,16,2,30,True,True,12.1,Low,medium
Rue Notre-Dame-des-Champs,residential,7,1,30,False,True,12.1,Low,medium
Place Robert Verdier,residential,7,1,30,False,True,12.1,Low,medium
Rue de Montreuil,residential,9,2,30,False,True,12.1,Low,medium
Rue de Domrémy,residential,3,1,30,False,True,12.0,Low,medium
Rue du Javelot,unclassified,6,1,30,False,True,12.0,Low,medium
Rue des Boulets,residential,3,1,30,False,True,12.0,Low,medium
Rue de la Clef,residential,3,1,30,False,True,12.0,Low,medium
Rue du Jura,residential,3,1,30,True,True,12.0,Low,medium
Rue Corvisart,residential,6,1,30,False,True,12.0,Low,medium
Rue de Mézières,residential,2,2,30,False,True,12.0,Low,high
Rue Monsieur le Prince,residential,3,1,30,False,True,12.0,Low,medium
Rue des Cloÿs,residential,3,1,30,False,True,12.0,Low,medium
Rue Montgallet,residential,2,2,30,False,True,12.0,Low,high
Place du Louvre,residential,4,2,30,False,True,12.0,Low,medium
Rue Rembrandt,residential,2,2,30,False,True,12.0,Low,high
Rue de la Cerisaie,residential,3,1,30,False,True,12.0,Low,medium
Rue Madame de Sévigné,residential,3,1,30,False,True,12.0,Low,medium
Rue de Poitou,residential,3,1,30,False,True,12.0,Low,medium
Rue Dussoubs,residential,2,2,30,False,True,12.0,Low,high
Rue Feydeau,residential,3,1,30,False,True,12.0,Low,medium
Rue des Jeûneurs,residential,3,1,30,False,True,12.0,Low,medium
Place des Saussaies,residential,3,1,30,False,True,12.0,Low,medium
Rue du Moulin Vert,residential,3,1,30,False,True,12.0,Low,medium
Rue Simart,residential,3,1,30,False,True,12.0,Low,medium
Rue de Rocroy,residential,3,1,30,False,True,12.0,Low,medium
Rue Chauchat,residential,3,1,30,False,True,12.0,Low,medium
Rue du Département,residential,6,1,30,True,True,12.0,Low,medium
Rue Ravignan,residential,3,1,30,True,True,12.0,Low,medium
Rue Polonceau,residential,3,1,30,False,True,12.0,Low,medium
Rue de la Villette,residential,3,1,30,False,True,12.0,Low,medium
Rue Léonidas,residential,2,2,30,False,True,12.0,Low,medium
Rue de l'Amiral Roussin,residential,3,1,30,False,True,12.0,Low,medium
Rue Bausset,residential,3,1,30,False,True,12.0,Low,medium
Rue Yvart,residential,3,1,30,True,True,12.0,Low,medium
Rue Jean Sicard,residential,3,1,30,False,True,12.0,Low,medium
Rue des Partants,residential,3,1,30,False,True,12.0,Low,medium
Rue Biscornet,residential,2,2,30,False,True,12.0,Low,medium
Rue de Chabrol,residential,3,1,30,False,True,12.0,Low,medium
Rue Adolphe Mille,residential,3,1,30,False,True,12.0,Low,medium
Rue Petit,residential,6,1,30,False,True,12.0,Low,medium
Rue Édouard Pailleron,residential,3,1,30,False,True,12.0,Low,medium
Rue des Champs-Élysées,residential,3,1,30,False,True,12.0,Low,medium
Rue Gabrielle,residential,3,1,30,True,True,12.0,Low,medium
Rue Charles Moureu,residential,3,1,30,False,True,12.0,Low,medium
Rue Louis Bonnet,residential,3,1,30,False,True,12.0,Low,medium
Rue Catherine de La Rochefoucauld,residential,3,1,30,False,True,12.0,Low,medium
Route des Fortifications,unclassified,1,2,30,False,False,12.0,Low,high
Rue Gabriel Crié,residential,3,1,30,False,True,12.0,Low,medium
Rue Blomet,residential,6,1,30,True,True,12.0,Low,medium
Rue du Mont Thabor,residential,3,1,30,False,True,12.0,Low,medium
Rue Marc Séguin,residential,3,1,30,False,True,12.0,Low,medium
Rue Chanzy,residential,3,1,30,False,True,12.0,Low,medium
Rue des Trois Frères,residential,3,1,30,False,True,12.0,Low,medium
Rue Denis Papin,residential,3,1,30,False,True,12.0,Low,low
Rue Bertin Poirée,residential,3,1,30,False,True,12.0,Low,medium
Rue Saint-Germain l'Auxerrois,residential,3,1,30,False,True,12.0,Low,medium
Rue Rossini,residential,3,1,30,False,True,12.0,Low,medium
