road,osm_class,segments,lanes,speed_kmh,transit,commercial,score,category,confidence
Rue Paillet,residential,1,1,30,False,True,10.0,Low,medium
Rue Flatters,residential,1,1,30,False,True,10.0,Low,medium
Square Adanson,residential,1,1,30,False,True,10.0,Low,medium
Place Georges Moustaki,residential,2,1,30,False,True,10.0,Low,medium
Rue de Candolle,residential,1,1,30,False,True,10.0,Low,medium
Rue Malus,residential,1,1,30,False,True,10.0,Low,medium
Rue de Navarre,residential,6,1,30,False,True,10.0,Low,medium
Rue des Arènes,residential,3,1,30,False,True,10.0,Low,medium
Rue Thouin,residential,1,1,30,False,True,10.0,Low,medium
Place Monge,residential,2,1,30,False,True,10.0,Low,medium
Rue de l'Arbalète,residential,1,1,30,False,True,10.0,Low,medium
Rue Lagarde,residential,1,1,30,False,True,10.0,Low,medium
Rue Amyot,residential,2,1,30,False,True,10.0,Low,medium
Rue Laromiguière,residential,1,1,30,False,True,10.0,Low,medium
Rue Tournefort,residential,3,1,30,False,True,10.0,Low,medium
Rue Pestalozzi,residential,3,1,30,False,True,10.0,Low,medium
Rue du Marché des Patriarches,residential,1,1,30,False,True,10.0,Low,medium
Rue Lapeyrère,residential,1,1,30,False,True,10.0,Low,medium
Rue de Trétaigne,residential,1,1,30,False,True,10.0,Low,medium
Rue Achille Martinet,residential,3,1,30,False,True,10.0,Low,medium
Rue Diard,residential,1,1,30,False,True,10.0,Low,medium
Rue Lécuyer,residential,1,1,30,False,True,10.0,Low,medium
Rue Baudelique,residential,1,1,30,False,True,10.0,Low,medium
Square de Clignancourt,residential,4,1,30,False,True,10.0,Low,medium
Rue d'Oslo,residential,1,1,30,False,True,10.0,Low,medium
Place Jussieu,residential,1,1,30,False,True,10.0,Low,medium
Rue Guy de la Brosse,residential,1,1,30,False,True,10.0,Low,medium
Rue des Trois Portes,residential,1,1,30,False,True,10.0,Low,medium
Rue Maître Albert,residential,2,1,30,False,True,10.0,Low,medium
Rue de Pontoise,residential,1,1,30,False,True,10.0,Low,medium
Rue de Poissy,residential,1,1,30,False,True,10.0,Low,medium
Rue des Chantiers,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean Nicot,residential,1,1,30,False,True,10.0,Low,medium
Rue Henri Moissan,residential,1,1,30,False,True,10.0,Low,medium
Rue du Colonel Combes,residential,1,1,30,False,True,10.0,Low,medium
Rue de Courty,residential,1,1,30,False,True,10.0,Low,high
Rue de Poitiers,residential,1,1,30,False,True,10.0,Low,medium
Rue de Gribeauval,residential,1,1,30,False,True,10.0,Low,medium
Rue de Montalembert,residential,1,1,30,False,True,10.0,Low,medium
Passage de la Petite Boucherie,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Abbaye,residential,2,1,30,False,True,10.0,Low,medium
Rue des Beaux-Arts,residential,1,1,30,False,True,10.0,Low,medium
Rue Jacob,residential,2,1,30,False,True,10.0,Low,medium
Rue de Furstemberg,residential,4,1,30,False,True,10.0,Low,medium
Rue Saint-Guillaume,residential,2,1,30,False,True,10.0,Low,medium
Rue Cardinale,residential,1,1,30,False,True,10.0,Low,medium
Rue du Sergent Bauchat,residential,7,1,30,False,True,10.0,Low,high
Rue Christian Dewet,residential,1,1,30,False,True,10.0,Low,high
Passage Montgallet,residential,1,1,30,False,True,10.0,Low,medium
Rue Ebelmen,residential,1,1,30,False,True,10.0,Low,medium
Rue Rondelet,residential,1,1,30,False,True,10.0,Low,medium
Rue Érard,residential,2,1,30,False,True,10.0,Low,medium
Avenue de Corbéra,residential,1,1,30,False,True,10.0,Low,medium
Passage Abel Leblanc,residential,1,1,30,False,True,10.0,Low,medium
Rue Charles Bossut,residential,1,1,30,False,True,10.0,Low,medium
Rue Pleyel,residential,1,1,30,False,True,10.0,Low,medium
Allée Vivaldi,residential,2,1,30,False,True,10.0,Low,medium
Rue Brahms,residential,1,1,30,False,True,10.0,Low,medium
Rue du Docteur Goujon,residential,1,1,30,False,True,10.0,Low,high
Rue de Mondovi,residential,1,1,30,False,True,10.0,Low,medium
Rue Volney,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Sourdière,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Argenteuil,residential,2,1,30,False,True,10.0,Low,medium
Rue Thérèse,residential,2,1,30,False,True,10.0,Low,medium
Rue Villedo,residential,1,1,30,False,True,10.0,Low,medium
Rue des Moulins,residential,1,1,30,False,True,10.0,Low,high
Rue de Ventadour,residential,1,1,30,False,True,10.0,Low,medium
Rue Laffitte,residential,7,1,30,False,True,10.0,Low,medium
Rue de Luynes,residential,2,1,30,False,True,10.0,Low,medium
Rue Chomel,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Oratoire,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Arbre Sec,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Tacherie,residential,2,1,30,False,True,10.0,Low,medium
Rue Paul Féval,residential,1,1,30,False,True,10.0,Low,medium
Rue Montbrun,residential,2,1,30,False,True,10.0,Low,medium
Rue Sophie Germain,residential,1,1,30,False,True,10.0,Low,medium
Rue Adolphe Focillon,residential,1,1,30,False,True,10.0,Low,medium
Rue Marguerin,residential,1,1,30,False,True,10.0,Low,medium
Rue Leneveux,residential,1,1,30,False,True,10.0,Low,medium
Rue Marié-Davy,residential,1,1,30,False,True,10.0,Low,medium
Rue Henri Regnault,residential,1,1,30,False,True,10.0,Low,medium
Rue de Martignac,residential,4,1,30,False,True,10.0,Low,medium
Rue Casimir Périer,residential,1,1,30,False,True,10.0,Low,medium
Rue de Saint-Simon,residential,1,1,30,False,True,10.0,Low,medium
Passage de la Visitation,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Chaise,residential,1,1,30,False,True,10.0,Low,medium
Rue Perronet,residential,1,1,30,False,True,10.0,Low,medium
Rue Coëtlogon,residential,1,1,30,False,True,10.0,Low,medium
Rue de Cicé,residential,1,1,30,False,True,10.0,Low,medium
Rue Mayet,residential,1,1,30,False,True,10.0,Low,medium
Rue Saint-Jean-Baptiste de la Salle,residential,1,1,30,False,True,10.0,Low,medium
Rue Saint-Romain,residential,1,1,30,False,True,10.0,Low,medium
Rue Dupin,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean Ferrandi,residential,1,1,30,False,True,10.0,Low,medium
Rue Blaise Desgoffe,residential,1,1,30,False,True,10.0,Low,high
Rue de l'Abbé Grégoire,residential,1,1,30,False,True,10.0,Low,medium
Rue de Bérite,residential,1,1,30,False,True,10.0,Low,medium
Rue Régis,residential,1,1,30,False,True,10.0,Low,medium
Rue Barbet de Jouy,residential,1,1,30,False,True,10.0,Low,medium
Rue de Chanaleilles,residential,1,1,30,False,True,10.0,Low,medium
Cité Vaneau,residential,3,1,30,False,True,10.0,Low,medium
Rue Pierre Leroux,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Olivet,residential,1,1,30,False,True,10.0,Low,medium
Rue Rousselet,residential,1,1,30,False,True,10.0,Low,high
Avenue Constant Coquelin,residential,1,1,30,False,True,10.0,Low,medium
Rue Monsieur,residential,1,1,30,False,True,10.0,Low,medium
Rue Velpeau,residential,1,1,30,False,True,10.0,Low,high
Rue Berger,residential,3,1,30,False,True,10.0,Low,high
Rue du Pont Neuf,residential,2,1,30,False,True,10.0,Low,high
Rue Sauval,residential,2,1,30,False,True,10.0,Low,high
Rue Vauvilliers,residential,1,1,30,False,True,10.0,Low,high
Rue Cuvier,residential,2,1,30,False,True,10.0,Low,medium
Rue des Filles Saint-Thomas,residential,2,1,30,False,True,10.0,Low,medium
Rue Kepler,residential,1,1,30,False,True,10.0,Low,medium
Rue Magellan,residential,1,1,30,False,True,10.0,Low,medium
Rue Clément-Marot,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Trémoille,residential,1,1,30,False,True,10.0,Low,medium
Rue Chambiges,residential,1,1,30,False,True,10.0,Low,medium
Rue Christophe Colomb,residential,2,1,30,False,True,10.0,Low,medium
Rue de Marignan,residential,2,1,30,False,True,10.0,Low,medium
Place François-Iᵉʳ,residential,1,1,30,False,True,10.0,Low,medium
Rue du Montparnasse,residential,3,1,30,False,True,10.0,Low,medium
Rue de la Sorbonne,residential,1,1,30,False,True,10.0,Low,medium
Rue de Richemont,residential,1,1,30,False,True,10.0,Low,medium
Avenue des Chasseurs,residential,1,1,30,False,True,10.0,Low,medium
Rue de Lévis,residential,3,1,30,False,True,10.0,Low,medium
Rue Philibert Delorme,residential,2,1,30,False,True,10.0,Low,medium
Rue Nicolas Chuquet,residential,1,1,30,False,True,10.0,Low,medium
Rue Daubigny,residential,1,1,30,False,True,10.0,Low,medium
Rue Cernuschi,residential,1,1,30,False,True,10.0,Low,medium
Rue Paul Borel,residential,1,1,30,False,True,10.0,Low,medium
Rue Viète,residential,1,1,30,False,True,10.0,Low,medium
Rue Meissonier,residential,1,1,30,False,True,10.0,Low,medium
Rue Juliette Lamber,residential,1,1,30,False,True,10.0,Low,medium
Rue Margueritte,residential,1,1,30,False,True,10.0,Low,medium
Rue Théodule Ribot,residential,1,1,30,False,True,10.0,Low,medium
Rue Théodore de Banville,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean de Beauvais,residential,2,1,30,False,True,10.0,Low,medium
Place du Colonel Bourgoin,residential,3,1,30,False,True,10.0,Low,medium
Rue Baulant,residential,1,1,30,False,True,10.0,Low,medium
Rue Claude Tillier,residential,3,1,30,False,True,10.0,Low,medium
Rue de l'Hôtel de Ville,residential,1,1,30,False,True,10.0,Low,medium
Rue de Fourcy,residential,2,1,30,False,True,10.0,Low,medium
Rue de l'Avé Maria,residential,1,1,30,False,True,10.0,Low,medium
Rue Charles V,residential,2,1,30,False,True,10.0,Low,medium
Rue des Lions Saint-Paul,residential,1,1,30,False,True,10.0,Low,medium
Rue Castex,residential,1,1,30,False,True,10.0,Low,medium
Place Paul Painlevé,residential,1,1,30,False,True,10.0,Low,medium
Place Émile Mâle,residential,1,1,30,False,True,10.0,Low,medium
Rue de Jarente,residential,1,1,30,False,True,10.0,Low,medium
Rue du Foin,residential,1,1,30,False,True,10.0,Low,medium
Rue du Pont aux Choux,residential,1,1,30,False,True,10.0,Low,medium
Rue des Minimes,residential,1,1,30,False,True,10.0,Low,medium
Cour Bérard,residential,1,1,30,False,True,10.0,Low,medium
Rue de Birague,residential,3,1,30,False,True,10.0,Low,medium
Rue Pastourelle,residential,1,1,30,False,True,10.0,Low,medium
Rue du Perche,residential,2,1,30,False,True,10.0,Low,medium
Rue Payenne,residential,2,1,30,False,True,10.0,Low,medium
Rue des Gravilliers,residential,1,1,15,False,True,10.0,Low,medium
Rue Chapon,residential,1,1,15,False,True,10.0,Low,medium
Rue de Béarn,residential,4,1,30,False,True,10.0,Low,medium
Rue d'Uzès,residential,1,1,30,False,True,10.0,Low,medium
Rue Saint-Philippe,residential,1,1,30,False,True,10.0,Low,medium
Rue des Petits Carreaux,residential,2,1,30,False,True,10.0,Low,medium
Rue Saint-Fiacre,residential,2,1,30,False,True,10.0,Low,medium
Rue Cler,residential,2,1,30,False,True,10.0,Low,medium
Rue Godot-de-Mauroy,residential,1,1,30,False,True,10.0,Low,medium
Rue Antoine Chantin,residential,1,1,30,False,True,10.0,Low,medium
Villa d'Alésia,residential,2,1,30,False,True,10.0,Low,medium
Rue de Chazelles,residential,2,1,30,False,True,10.0,Low,medium
Rue Léon Jost,residential,2,1,30,False,True,10.0,Low,medium
Rue Léon Cogniet,residential,1,1,30,False,True,10.0,Low,medium
Rue Médéric,residential,1,1,30,False,True,10.0,Low,medium
Rue de Cîteaux,residential,1,1,30,False,True,10.0,Low,medium
Rue Washington,residential,4,1,30,False,True,10.0,Low,medium
Rue Paul Baudry,residential,1,1,30,False,True,10.0,Low,high
Rue Frédéric Bastiat,residential,1,1,30,False,True,10.0,Low,medium
Rue du Docteur Lancereaux,residential,1,1,30,False,True,10.0,Low,medium
Rue Pache,residential,2,1,30,False,True,10.0,Low,medium
Rue Camille Desmoulins,residential,1,1,30,False,True,10.0,Low,medium
Rue Rochebrune,residential,1,1,30,False,True,10.0,Low,medium
Rue du Général Blaise,residential,3,1,30,False,True,10.0,Low,medium
Passage Guilhem,residential,1,1,30,False,True,10.0,Low,medium
Rue Saint-Hubert,residential,1,1,30,False,True,10.0,Low,medium
Rue de Senlis,residential,2,1,30,False,True,10.0,Low,medium
Rue Jules Bourdais,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Abbé Rousselot,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean-Louis Forain,residential,1,1,30,False,True,10.0,Low,medium
Rue Camille Pissarro,residential,1,1,30,False,True,10.0,Low,medium
Rue Gauguin,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean Mermoz,residential,1,1,30,False,True,10.0,Low,medium
Avenue Franco-Russe,residential,2,1,30,False,True,10.0,Low,medium
Rue Sédillot,residential,2,1,30,False,True,10.0,Low,medium
Rue Edmond Valentin,residential,3,1,30,False,True,10.0,Low,medium
Rue de l'Exposition,residential,1,1,30,False,True,10.0,Low,medium
Rue Augereau,residential,1,1,30,False,True,10.0,Low,medium
Rue du Cirque,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Aguesseau,residential,3,1,30,False,True,10.0,Low,medium
Rue Barye,residential,1,1,30,False,True,10.0,Low,medium
Rue Jadin,residential,1,1,30,False,True,10.0,Low,medium
Rue Fortuny,residential,1,1,30,False,True,10.0,Low,medium
Rue Édouard Detaille,residential,1,1,30,False,True,10.0,Low,medium
Rue Poirier de Narçay,residential,1,1,30,False,True,10.0,Low,high
Rue Méchain,residential,1,1,30,False,True,10.0,Low,medium
Rue Dulac,residential,1,1,30,False,True,10.0,Low,medium
Rue Nicolas Charlet,residential,2,1,30,False,True,10.0,Low,medium
Rue Antoine Bourdelle,residential,2,1,30,False,True,10.0,Low,medium
Rue Armand Moisant,residential,1,1,30,False,True,10.0,Low,medium
Rue Mizon,residential,1,1,30,False,True,10.0,Low,high
Rue Brown Séquard,residential,1,1,30,False,True,10.0,Low,medium
Rue Victor Considerant,residential,2,1,30,False,True,10.0,Low,high
Rue Thibaud,residential,1,1,30,False,True,10.0,Low,medium
Rue Brézin,residential,1,1,30,False,True,10.0,Low,medium
Rue Ernest Cresson,residential,1,1,30,False,True,10.0,Low,medium
Rue Saillard,residential,1,1,30,False,True,10.0,Low,medium
Rue Pierre Castagnou,residential,1,1,30,False,True,10.0,Low,medium
Rue Danville,residential,1,1,30,False,True,10.0,Low,medium
Rue Lalande,residential,1,1,30,False,True,10.0,Low,medium
Rue Fermat,residential,1,1,30,False,True,10.0,Low,medium
Rue Roger,residential,1,1,30,False,True,10.0,Low,medium
Rue Cels,residential,1,1,30,False,True,10.0,Low,medium
Rue Niepce,residential,1,1,30,False,True,10.0,Low,high
Rue du Cange,residential,1,1,30,False,True,10.0,Low,medium
Rue Francis de Pressensé,residential,1,1,30,False,True,10.0,Low,medium
Rue du Texel,residential,1,1,30,False,True,10.0,Low,medium
Rue Maison Dieu,residential,3,1,30,False,True,10.0,Low,high
Rue Maurice Ripoche,residential,1,1,30,False,True,10.0,Low,medium
Rue Desprez,residential,1,1,30,False,True,10.0,Low,medium
Rue de Plaisance,residential,1,1,30,False,True,10.0,Low,medium
Rue Boyer-Barret,residential,1,1,30,False,True,10.0,Low,medium
Avenue Villemain,residential,1,1,30,False,True,10.0,Low,medium
Rue Decrès,residential,1,1,30,False,True,10.0,Low,medium
Rue du Moulin de la Vierge,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Eure,residential,1,1,30,False,True,10.0,Low,medium
Rue Hippolyte Maindron,residential,2,1,30,False,True,10.0,Low,medium
Rue Georges Sache,residential,1,1,30,False,True,10.0,Low,high
Rue Olivier Noyer,residential,2,1,30,False,True,10.0,Low,medium
Rue de Monttessuy,residential,2,1,30,False,True,10.0,Low,medium
Rue Marinoni,residential,2,1,30,False,True,10.0,Low,medium
Rue du Champ de Mars,residential,4,1,30,False,True,10.0,Low,medium
Rue Bosquet,residential,2,1,30,False,True,10.0,Low,medium
Rue Valadon,residential,1,1,30,False,True,10.0,Low,medium
Rue Duvivier,residential,1,1,30,False,True,10.0,Low,medium
Square de la Tour Maubourg,residential,1,1,30,False,True,10.0,Low,medium
Rue Amélie,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Comète,residential,1,1,30,False,True,10.0,Low,medium
Rue Bougainville,residential,1,1,30,False,True,10.0,Low,high
Rue Chevert,residential,1,1,30,False,True,10.0,Low,medium
Rue Louis Codet,residential,1,1,30,False,True,10.0,Low,medium
Rue Delambre,residential,1,1,30,False,True,10.0,Low,medium
Square Delambre,residential,1,1,30,False,True,10.0,Low,medium
Rue Léopold Robert,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Grande Chaumière,residential,1,1,30,False,True,10.0,Low,medium
Rue Paul Séjourné,residential,1,1,30,False,True,10.0,Low,medium
Rue Boissonade,residential,1,1,30,False,True,10.0,Low,medium
Rue Campagne Première,residential,1,1,30,False,True,10.0,Low,high
Rue de Commaille,residential,1,1,30,False,True,10.0,Low,medium
Rue Dubrunfaut,residential,2,1,30,False,True,10.0,Low,medium
Rue Dugommier,residential,5,1,30,False,True,10.0,Low,medium
Cité Dupont,residential,1,1,30,False,True,10.0,Low,low
Rue Servan,residential,2,1,30,False,True,10.0,Low,medium
Place Aminadabu Birara,residential,3,1,30,False,True,10.0,Low,medium
Rue Masseran,residential,1,1,30,False,True,10.0,Low,medium
Rue Sainte-Claire Deville,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Échiquier,residential,1,1,30,False,True,10.0,Low,medium
Rue du Vertbois,residential,3,1,30,False,True,10.0,Low,medium
Rue du Général Guilhem,residential,1,1,30,False,True,10.0,Low,medium
Rue Marguerite Gonnet,residential,1,1,30,False,True,10.0,Low,medium
Rue Maillard,residential,1,1,30,False,True,10.0,Low,medium
Passage Charles Dallery,residential,5,1,30,False,True,10.0,Low,medium
Impasse des Jardiniers,residential,2,1,30,False,True,10.0,Low,medium
Rue Roubo,residential,1,1,30,False,True,10.0,Low,medium
Rue des Immeubles Industriels,residential,1,1,30,False,True,10.0,Low,high
Rue du Dahomey,residential,1,1,30,False,True,10.0,Low,medium
Rue Jules Vallès,residential,1,1,30,False,True,10.0,Low,medium
Rue de Tunis,residential,1,1,30,False,True,10.0,Low,medium
Rue Titon,residential,1,1,30,False,True,10.0,Low,medium
Rue Charles Delescluze,residential,1,1,30,False,True,10.0,Low,medium
Rue Chevreul,residential,1,1,30,False,True,10.0,Low,high
Rue du Tunnel,residential,1,1,30,False,True,10.0,Low,medium
Rue Georges Auric,residential,1,1,30,False,True,10.0,Low,medium
Rue du Plateau,residential,3,1,30,False,True,10.0,Low,medium
Rue d'Hautpoul,residential,7,1,30,False,True,10.0,Low,medium
Rue Hassard,residential,1,1,30,False,True,10.0,Low,medium
Rue des Alouettes,residential,1,1,30,False,True,10.0,Low,medium
Rue Camille Crespin du Gast,residential,1,1,30,False,True,10.0,Low,medium
Passage de Ménilmontant,residential,2,1,30,False,True,10.0,Low,medium
Rue de la Réunion,residential,2,1,30,False,True,10.0,Low,medium
Rue des Nanettes,residential,2,1,30,False,True,10.0,Low,medium
Avenue Jean Aicard,residential,3,1,30,False,True,10.0,Low,medium
Rue Jules Jouy,residential,1,1,30,False,True,10.0,Low,medium
Rue Cyrano de Bergerac,residential,2,1,30,False,True,10.0,Low,medium
Rue Coysevox,residential,1,1,30,False,True,10.0,Low,medium
Rue Vauvenargues,residential,1,1,30,False,True,10.0,Low,medium
Rue Boinod,residential,2,1,30,False,True,10.0,Low,medium
Rue des Portes Blanches,residential,1,1,30,False,True,10.0,Low,medium
Rue de Monbel,residential,1,1,30,False,True,10.0,Low,medium
Rue des Fermiers,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Félicité,residential,1,1,30,False,True,10.0,Low,medium
Rue du Printemps,residential,1,1,30,False,True,10.0,Low,medium
Rue Léon Cosnard,residential,2,1,30,False,True,10.0,Low,medium
Rue Claude Pouillet,residential,1,1,30,False,True,10.0,Low,medium
Rue de Naples,residential,7,1,30,False,True,10.0,Low,medium
Rue de Copenhague,residential,3,1,30,False,True,10.0,Low,medium
Rue Pelouze,residential,1,1,30,False,True,10.0,Low,medium
Rue de Bucarest,residential,1,1,30,False,True,10.0,Low,medium
Rue Portalis,residential,1,1,30,False,True,10.0,Low,medium
Rue de Stockholm,residential,1,1,30,False,True,10.0,Low,medium
Rue Louis Murat,residential,1,1,30,False,True,10.0,Low,medium
Rue Murillo,residential,2,1,30,False,True,10.0,Low,high
Rue Pierre le Grand,residential,1,1,30,False,True,10.0,Low,medium
Rue Daru,residential,2,1,30,False,True,10.0,Low,medium
Rue Fernand Cormon,residential,1,1,30,False,True,10.0,Low,medium
Rue Redon,residential,1,1,30,False,True,10.0,Low,medium
Rue Sisley,residential,1,1,30,False,True,10.0,Low,medium
Rue Marguerite Long,residential,5,1,30,False,True,10.0,Low,medium
Rue Albert Roussel,residential,1,1,30,False,True,10.0,Low,medium
Rue de Chéroy,residential,1,1,30,False,True,10.0,Low,medium
Rue Beudant,residential,1,1,30,False,True,10.0,Low,medium
Rue Mariotte,residential,1,1,30,False,True,10.0,Low,medium
Rue Lamandé,residential,1,1,30,False,True,10.0,Low,medium
Rue Fourneyron,residential,1,1,30,False,True,10.0,Low,medium
Rue Clairaut,residential,2,1,30,False,True,10.0,Low,medium
Rue Jacquemont,residential,1,1,30,False,True,10.0,Low,medium
Rue Lécluse,residential,1,1,30,False,True,10.0,Low,medium
Rue Caroline,residential,1,1,30,False,True,10.0,Low,medium
Rue Darcet,residential,1,1,30,False,True,10.0,Low,medium
Rue de Bizerte,residential,1,1,30,False,True,10.0,Low,medium
Rue Hélène,residential,1,1,30,False,True,10.0,Low,medium
Rue Lechapelais,residential,2,1,30,False,True,10.0,Low,medium
Rue Larribe,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Astorg,residential,2,1,30,False,True,10.0,Low,medium
Rue Cécile Furtado-Heine,residential,1,1,30,False,True,10.0,Low,high
Rue Lecuirot,residential,1,1,30,False,True,10.0,Low,high
Rue Baillou,residential,1,1,30,False,True,10.0,Low,high
Villa Collet,residential,1,1,30,False,True,10.0,Low,medium
Villa Duthy,residential,1,1,30,False,True,10.0,Low,medium
Rue Boulitte,residential,2,1,30,False,True,10.0,Low,medium
Rue Joanès,residential,1,1,30,False,True,10.0,Low,medium
Rue Ledion,residential,1,1,30,False,True,10.0,Low,medium
Villa Deshayes,residential,1,1,30,False,True,10.0,Low,medium
Square Alice,residential,1,1,30,False,True,10.0,Low,medium
Rue des Mariniers,residential,4,1,30,False,True,10.0,Low,medium
Rue Beccaria,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Forge Royale,residential,1,1,30,False,True,10.0,Low,medium
Square de Châtillon,residential,1,1,30,False,True,10.0,Low,high
Impasse Cels,residential,1,1,30,False,True,10.0,Low,low
Villa Brune,residential,1,1,30,False,True,10.0,Low,medium
Rue Georges Braque,residential,1,1,30,False,True,10.0,Low,medium
Rue du Parc de Montsouris,residential,1,1,30,False,True,10.0,Low,medium
Villa du Parc de Montsouris,residential,1,1,30,False,True,10.0,Low,low
Rue de l'Abbé Carton,residential,3,1,30,False,True,10.0,Low,medium
Rue Bardinet,residential,1,1,30,False,True,10.0,Low,high
Rue Jonquoy,residential,1,1,30,False,True,10.0,Low,high
Rue Pierre Larousse,residential,3,1,30,False,True,10.0,Low,medium
Rue des Suisses,residential,1,1,30,False,True,10.0,Low,high
Rue de Ridder,residential,1,1,30,False,True,10.0,Low,high
Rue Maurice Rouvier,residential,1,1,30,False,True,10.0,Low,medium
Rue des Thermopyles,residential,3,1,30,False,True,10.0,Low,medium
Place Flora Tristan,residential,1,1,30,False,True,10.0,Low,medium
Rue Pauly,residential,1,1,30,False,True,10.0,Low,high
Rue de l'Aqueduc,residential,5,1,30,False,True,10.0,Low,medium
Rue Chaudron,residential,2,1,30,False,True,10.0,Low,medium
Rue Pierre Dupont,residential,3,1,30,False,True,10.0,Low,medium
Rue Alexandre Parodi,residential,1,1,30,False,True,10.0,Low,medium
Rue Bouret,residential,3,1,30,False,True,10.0,Low,medium
Rue du Rhin,residential,2,1,30,False,True,10.0,Low,medium
Rue de la Prévoyance,residential,1,1,30,False,True,10.0,Low,medium
Rue Miguel Hidalgo,residential,3,1,30,False,True,10.0,Low,medium
Rue Dupetit-Thouars,residential,1,1,30,False,True,10.0,Low,medium
Rue Debelleyme,residential,3,1,30,False,True,10.0,Low,medium
Rue Saint-Claude,residential,2,1,30,False,True,10.0,Low,medium
Rue de Crussol,residential,4,1,30,False,True,10.0,Low,medium
Rue Jacques Louvel-Tessier,residential,2,1,30,False,True,10.0,Low,medium
Rue Tesson,residential,1,1,30,False,True,10.0,Low,medium
Rue de l'Orillon,residential,5,1,30,False,True,10.0,Low,medium
Rue Rougemont,residential,1,1,30,False,True,10.0,Low,medium
Rue du Conservatoire,residential,1,1,30,False,True,10.0,Low,medium
Rue Riboutté,residential,1,1,30,False,True,10.0,Low,medium
Rue Turgot,residential,1,1,30,False,True,10.0,Low,medium
Rue Cail,residential,1,1,30,False,True,10.0,Low,medium
Rue Perdonnet,residential,2,1,30,False,True,10.0,Low,medium
Rue André Dubois,residential,1,1,30,False,True,10.0,Low,medium
Rue Pradier,residential,2,1,30,False,True,10.0,Low,medium
Rue de l'Atlas,residential,2,1,30,False,True,10.0,Low,medium
Rue Demarquay,residential,1,1,30,False,True,10.0,Low,medium
Rue Pétrelle,residential,1,1,30,False,True,10.0,Low,medium
Rue Lentonnet,residential,2,1,30,False,True,10.0,Low,medium
Rue Thimonnier,residential,1,1,30,False,True,10.0,Low,medium
Rue de Chantilly,residential,1,1,30,False,True,10.0,Low,medium
Rue de Bruxelles,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean-Baptiste Pigalle,residential,3,1,30,False,True,10.0,Low,medium
Rue Fléchier,residential,1,1,30,False,True,10.0,Low,medium
Rue Bochart de Saron,residential,3,1,30,False,True,10.0,Low,medium
Rue Viollet-le-Duc,residential,1,1,30,False,True,10.0,Low,medium
Rue Cretet,residential,1,1,30,False,True,10.0,Low,medium
Rue Milton,residential,2,1,30,False,True,10.0,Low,low
Cité Charles Godon,residential,1,1,30,False,True,10.0,Low,medium
Rue Choron,residential,1,1,30,False,True,10.0,Low,medium
Rue Hippolyte Lebas,residential,2,1,30,False,True,10.0,Low,medium
Rue Henner,residential,1,1,30,False,True,10.0,Low,medium
Rue Paul Escudier,residential,1,1,30,False,True,10.0,Low,medium
Rue Moncey,residential,1,1,30,False,True,10.0,Low,high
Rue Jules Lefebvre,residential,1,1,30,False,True,10.0,Low,medium
Rue de Milan,residential,1,1,30,False,True,10.0,Low,high
Rue d'Aumale,residential,1,1,30,False,True,10.0,Low,medium
Rue de Navarin,residential,1,1,30,False,True,10.0,Low,medium
Rue Laferrière,residential,1,1,30,False,True,10.0,Low,medium
Place Saint-Pierre,residential,2,1,30,False,True,10.0,Low,medium
Rue Charles Nodier,residential,3,1,30,False,True,10.0,Low,medium
Rue du Chevalier de la Barre,residential,4,1,30,False,True,10.0,Low,medium
Rue Bachelet,residential,1,1,30,False,True,10.0,Low,medium
Rue André del Sarte,residential,2,1,30,False,True,10.0,Low,medium
Rue Pierre Picard,residential,1,1,30,False,True,10.0,Low,medium
Rue Feutrier,residential,1,1,30,False,True,10.0,Low,medium
Rue de Sofia,residential,4,1,30,False,True,10.0,Low,medium
Rue Belhomme,residential,1,1,30,False,True,10.0,Low,medium
Rue Seveste,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Orsel,residential,2,1,30,False,True,10.0,Low,medium
Rue Burq,residential,2,1,30,False,True,10.0,Low,medium
Rue Aristide Bruant,residential,1,1,30,False,True,10.0,Low,medium
